potential
-11986.69921875
-11981.59765625
-12285.57421875
-12375.58203125
-11914.8515625
-11867.3828125
-11663.529296875
-11991.146484375
-12516.666015625
-11863.880859375
-12373.625
-12260.4609375
-12033.802734375
-12045.7734375
-12490.708984375
-12260.73828125
-12334.841796875
-12322.37109375
-12574.796875
-11879.921875
-12377.669921875
-12328.361328125
-12339.419921875
-11934.28515625
-11491.89453125
-11603.55078125
-11650.70703125
-12181.271484375
-11907.1640625
-12051.0390625
-11930.365234375
-11794.4140625
-11807.0078125
-11840.046875
-12046.275390625
-12288.359375
-12105.71484375
-12223.45703125
-12363.47265625
-12449.806640625
-12512.0390625
-12572.74609375
-12618.80078125
-11898.857421875
-11872.93359375
-12087.62109375
-11851.33984375
-12418.51953125
-11938.68359375
-12468.75
-12773.09765625
-12443.41796875
-12623.69140625
-12302.240234375
-11985.953125
-11864.01171875
-11853.638671875
-11979.1640625
-12083.978515625
-12482.44921875
-12148.16796875
-12209.4921875
-12248.1171875
-11966.5859375
-12685.71484375
-11961.02734375
-11708.984375
-11754.869140625
-11622.41015625
-12377.849609375
-12069.505859375
-12394.6484375
-12015.4921875
-12043.6484375
-12089.328125
-11771.501953125
-11926.3125
-12092.470703125
-12250.53125
-12470.53515625
-12331.111328125
-12139.86328125
-12601.40234375
-11717.59375
-11942.990234375
-12252.025390625
-11568.29296875
-11874.001953125
-12071.154296875
-12147.9765625
-11662.345703125
-11455.4140625
-11959.810546875
-11853.7109375
-12140.53515625
-11934.978515625
-11694.310546875
-12015.392578125
-12103.349609375
-11800.55859375
-12129.169921875
-11706.921875
