potential
-11509.048828125
-11788.087890625
-11843.77734375
-11592.41796875
-11995.6328125
-11403.97265625
-11132.794921875
-11284.83984375
-11210.609375
-11257.87890625
-11418.69921875
-11403.8828125
-11063.181640625
-11878.65234375
-11857.205078125
-11565.640625
-12039.55859375
-12038.046875
-12117.447265625
-11614.736328125
-11698.3984375
-11843.48046875
-11820.9140625
-11609.884765625
-11331.958984375
-12010.080078125
-11942.9375
-11655.298828125
-11973.1328125
-11691.267578125
-11433.46484375
-11837.19140625
-11856.90625
-11610.298828125
-11646.736328125
-11404.609375
-11482.083984375
-11841.533203125
-11541.5546875
-11479.71484375
-11745.412109375
-11654.4375
-11775.1796875
-11825.822265625
-11925.94921875
-11810.646484375
-11263.662109375
-11908.796875
-11368.197265625
-11384.279296875
-12195.8828125
-12003.68359375
-11616.158203125
-11718.650390625
-12135.74609375
-11643.58203125
-11664.423828125
-11552.490234375
-12098.185546875
-11558.01171875
-11933.921875
-11861.29296875
-11596.755859375
-11789.212890625
-11765.98046875
-11862.36328125
-11924.09375
-11789.244140625
-11974.28515625
-11995.94140625
-12274.3359375
-11939.955078125
-12206.57421875
-12081.94921875
-12105.3828125
-12057.46484375
-11832.814453125
-11841.578125
-12136.90234375
-12178.44140625
-12366.71875
-11994.3203125
-11903.33984375
-11720.4140625
-12325.373046875
-12173.1328125
-12239.052734375
-12161.1328125
-12280.01953125
-11903.779296875
-12554.4921875
-12392.86328125
-11919.6796875
-12662.71484375
-12639.27734375
-12587.1796875
-12601.4609375
-12118.66015625
-12403.48046875
-12672.8125
-12313.556640625
-11985.052734375
-12044.615234375
-12408.662109375
-12292.28515625
-12820.7421875
-12355.51171875
-12619.404296875
-12474.791015625
-12148.19140625
-12013.9140625
-12307.666015625
-12671.828125
-12318.03515625
-13093.287109375
-12636.056640625
-12664.107421875
-12631.69921875
-12465.82421875
-12369.765625
-12529.41796875
-12646.0703125
-12070.10546875
-12354.234375
-12213.287109375
-12533.201171875
-12508.400390625
-12505.9609375
-12065.71484375
-11767.0703125
-11932.88671875
-11752.8515625
-12014.9609375
-12252.42578125
-12383.537109375
-12085.35546875
-12430.244140625
-12130.16796875
-12130.111328125
-12243.634765625
-12414.92578125
-12131.947265625
-12601.609375
-12528.8828125
-12897.66015625
-12572.0234375
-12334.83203125
-12501.599609375
-12329.970703125
-12378.421875
-13022.158203125
-12125.125
-12547.296875
-12401.06640625
-12201.587890625
-12043.74609375
-12447.1796875
-12601.328125
-11993.5546875
-12120.837890625
-12199.228515625
-12248.3125
-12433.70703125
-12332.017578125
-11876.634765625
-12407.14453125
-12241.568359375
-12436.20703125
-12312.283203125
-12447.470703125
-12701.126953125
-12299.484375
-12284.66015625
-12094.123046875
-12122.408203125
-12072.548828125
-12479.61328125
-12638.8828125
-12108.46875
-11934.4375
-12049.11328125
-12112.2421875
-12421.935546875
-12140.96484375
-12504.107421875
-12667.03125
-12595.408203125
-12210.21484375
-12817.05859375
-12753.84765625
-12918.69140625
-12566.345703125
-12728.205078125
-12113.025390625
-12190.48828125
-12022.99609375
-12342.74609375
-12050.57421875
-12684.107421875
-12452.75390625
-12667.578125
-12236.447265625
-12191.51171875
-12390.345703125
-12195.2265625
-12155.169921875
-12376.275390625
-12257.361328125
-11615.1171875
-12006.330078125
-12419.36328125
-12188.234375
-12404.13671875
-11809.14453125
-12236.478515625
-12315.80859375
-12406.095703125
-12100.431640625
-12450.568359375
-12767.58203125
-12617.98828125
-13162.4921875
-12427.96484375
-12553.798828125
-12332.24609375
-12499.462890625
-12444.826171875
-12358.61328125
-12140.130859375
-12060.5078125
-12298.12109375
-12537.701171875
-12647.15625
-12766.130859375
-12775.39453125
-11965.333984375
-12258.875
-12219.232421875
-11895.6953125
-12213.267578125
-12177.33203125
-12310.4375
-12023.419921875
-12228.095703125
-11779.505859375
-12008.298828125
-12006.271484375
-11937.37890625
-11754.75
-11767.8828125
-11825.00390625
-11347.4296875
-11686.890625
-11662.078125
-11695.625
-11705.486328125
-12059.30859375
-12170.34765625
-11895.62890625
-11535.9296875
-11864.33203125
-11598.171875
-11787.7734375
-12169.759765625
-12205.171875
-11873.90234375
-12256.166015625
-11821.828125
-12033.484375
-11842.248046875
-12242.203125
-12016.07421875
-12080.435546875
-11680.66015625
-11902.251953125
-12020.453125
-11699.29296875
-12098.015625
-11589.96875
-11714.525390625
-10929.00390625
-11207.6328125
-11512.49609375
-11610.87109375
-11913.466796875
-12010.681640625
-12372.90234375
-12259.90234375
-12352.7578125
-12207.978515625
-11628.416015625
-11681.0234375
-12040.5546875
-11847.93359375
-11852.048828125
-11931.66015625
-12054.845703125
-11728.40625
-12456.861328125
-11968.4140625
-11587.53515625
-12184.23046875
-12218.412109375
-12162.44140625
-11905.7734375
-12153.552734375
-11985.783203125
-11830.1875
-11575.361328125
-11502.732421875
-11666.70703125
-11701.796875
-11907.53515625
-12100.326171875
-12016.677734375
-12377.3046875
-12151.71875
-12075.86328125
-12221.09375
-12026.0546875
-12534.98828125
-12280.3515625
-12305.82421875
-12479.1015625
-12313.990234375
-12333.5859375
-12042.48046875
-12089.7734375
-12565.06640625
-12113.669921875
-11936.57421875
-12681.76171875
-12184.54296875
-12073.69921875
-12309.1953125
-12813.357421875
-12752.193359375
-12547.953125
-12625.189453125
-12160.984375
-12278.912109375
-12909.03515625
-12218.513671875
-12433.7890625
-12178.6484375
-12179.52734375
-12019.85546875
-11570.984375
-11742.638671875
-12301.06640625
-12013.82421875
-12013.359375
-12008.623046875
-12450.59375
-12348.87890625
-12388.07421875
-12705.0546875
-12374.447265625
-12040.40234375
-12155.998046875
-11900.2578125
-11915.865234375
-12144.1171875
-12958.6953125
-12555.21875
-12265.498046875
-12519.30859375
-12870.40234375
-12233.224609375
-12141.578125
-11977.375
-11849.615234375
-12088.53515625
-12617.591796875
-12657.64453125
-12324.486328125
-12492.380859375
-12188.2734375
-12206.91796875
-12070.39453125
-12400.6640625
-12493.97265625
-12936.95703125
-12619.04296875
-12517.31640625
-12281.0859375
-12292.177734375
-12847.79296875
-12715.021484375
-12116.53125
-12356.724609375
-12259.9921875
-12225.7734375
-12369.353515625
-12193.451171875
-12398.0859375
-12137.97265625
-12298.2890625
-11898.015625
