,5%,50%,95%
0,0.4139072847682119,0.44867549668874174,0.4817880794701987
1,0.048013245033112585,0.06622516556291391,0.08112582781456953
2,0.13741721854304637,0.16225165562913907,0.1870860927152318
3,0.076158940397351,0.09437086092715231,0.11754966887417219
4,0.09105960264900662,0.11258278145695365,0.1357615894039735
5,0.04470198675496689,0.059602649006622516,0.076158940397351
6,0.026490066225165563,0.039735099337748346,0.052980132450331126
7,0.004966887417218543,0.009933774834437087,0.018211920529801324
8,0.0,0.0033112582781456954,0.008278145695364239
9,0.0,0.0,0.0033112582781456954
10,0.0,0.0,0.0016556291390728477
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25+,0.0,0.0,0.0
