,5%,50%,95%
0,0.09843400447427293,0.11521252796420582,0.1342281879194631
1,0.029082774049217,0.040268456375838924,0.052572706935123045
2,0.0883668903803132,0.10626398210290827,0.12192393736017897
3,0.08165548098434004,0.09731543624161074,0.11409395973154363
4,0.08165548098434004,0.09731543624161074,0.11409395973154363
5,0.08165548098434004,0.09843400447427293,0.11521252796420582
6,0.09955257270693513,0.1174496644295302,0.1342281879194631
7,0.09843400447427293,0.116331096196868,0.13534675615212527
8,0.06823266219239374,0.08277404921700224,0.09843400447427293
9,0.042505592841163314,0.05480984340044743,0.06935123042505593
10,0.02237136465324385,0.03131991051454139,0.042505592841163314
11,0.012304250559284116,0.01901565995525727,0.02796420581655481
12,0.005592841163310962,0.010067114093959731,0.016778523489932886
13,0.003355704697986577,0.006711409395973154,0.011185682326621925
14,0.0011185682326621924,0.003355704697986577,0.006711409395973154
15,0.0,0.0011185682326621924,0.003355704697986577
16,0.0,0.0,0.0022371364653243847
17,0.0,0.0,0.0011185682326621924
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25+,0.0,0.0,0.0
