coulomb,lj
-648.3586740493774,-74.88529205322266
-678.0645389556885,-71.23291778564453
-637.6547393798828,-82.82633209228516
-575.4931316375732,-97.11763000488281
-639.307258605957,-82.47925567626953
-627.0007762908936,-81.65365600585938
-670.2725429534912,-69.99685668945312
-624.1829948425293,-89.28477478027344
-612.6807136535645,-98.0040054321289
-673.3742198944092,-81.79515075683594
-628.7086029052734,-76.43787384033203
-655.8368816375732,-69.05024719238281
-582.0803298950195,-95.12626647949219
-646.9160404205322,-75.63562774658203
-640.8368759155273,-68.79082489013672
-642.8055686950684,-76.87965393066406
-612.2995052337646,-72.96638488769531
-617.5573806762695,-92.62240600585938
-649.6480083465576,-74.85812377929688
-666.0906391143799,-59.16915512084961
-647.6570587158203,-80.3215560913086
-698.1124420166016,-90.65711975097656
-665.4425754547119,-67.69720458984375
-622.548397064209,-60.66578674316406
-611.8901996612549,-76.95323181152344
-609.4680843353271,-77.43451690673828
-582.190279006958,-102.99591064453125
-602.5684776306152,-51.97776794433594
-582.1945667266846,-90.67691040039062
-620.6161422729492,-86.58096313476562
-596.2625341415405,-88.47232055664062
-678.9095191955566,-80.59205627441406
-651.0992889404297,-87.22270202636719
-608.3533973693848,-71.99592590332031
-608.2994575500488,-88.19803619384766
-631.6856994628906,-77.29561614990234
-604.8390007019043,-91.50103759765625
-605.8700408935547,-73.8474349975586
-603.0469923019409,-98.88349914550781
-610.9217691421509,-76.11713409423828
-688.3808937072754,-73.0578384399414
-645.1970119476318,-73.12864685058594
-609.538854598999,-80.0203857421875
-661.5265016555786,-76.82597351074219
-666.9505548477173,-85.67277526855469
-628.1010360717773,-76.38953399658203
-629.6320171356201,-86.40960693359375
-640.6467323303223,-82.2549819946289
-655.17760181427,-76.8017807006836
-597.3465957641602,-72.96646881103516
-620.3768358230591,-81.4260482788086
-608.4486513137817,-64.00196838378906
-591.1925983428955,-97.68482971191406
-670.6470203399658,-78.74956512451172
-626.7787666320801,-72.74022674560547
-627.1735572814941,-54.378143310546875
-668.1842632293701,-80.23726654052734
-618.3538055419922,-90.26998901367188
-661.3020992279053,-89.07243347167969
-623.1799478530884,-75.15773010253906
-621.7722187042236,-74.967041015625
-589.5853290557861,-87.98690032958984
-620.8055629730225,-83.6010513305664
-617.6496276855469,-87.49981689453125
-650.0160312652588,-79.42979431152344
-655.6969528198242,-90.9278335571289
-644.038122177124,-77.99126434326172
-572.5332088470459,-89.70333862304688
-676.2995548248291,-76.11961364746094
-644.8589782714844,-67.3061752319336
-625.2574195861816,-82.12848663330078
-609.4211950302124,-80.26602172851562
-652.9820146560669,-90.75199890136719
-583.9792346954346,-78.40986633300781
-596.8897380828857,-90.15352630615234
-653.0343933105469,-74.90450286865234
-683.3327598571777,-78.0455322265625
-648.9988059997559,-90.56304931640625
-649.5034313201904,-69.81263732910156
-680.5271148681641,-85.170166015625
-675.5483913421631,-76.2591552734375
-654.0918674468994,-80.68598937988281
-656.4101638793945,-76.1781997680664
-680.2665271759033,-63.802879333496094
-637.3898572921753,-82.60258483886719
-616.6616592407227,-79.44579315185547
-611.2357349395752,-68.68428039550781
-612.764970779419,-64.45858001708984
-589.2600994110107,-86.81793975830078
-666.2004051208496,-75.23174285888672
-666.5306768417358,-77.33201599121094
-647.0849008560181,-82.88090515136719
-629.8883743286133,-85.7248764038086
-607.9572658538818,-66.08037567138672
-622.9408054351807,-88.48805236816406
-670.1783790588379,-91.2540512084961
-674.0546226501465,-67.0145263671875
-676.4407157897949,-64.49540710449219
-629.9193496704102,-69.5613021850586
-675.8585376739502,-66.6008529663086
-601.829288482666,-99.53117370605469
-617.8735771179199,-75.55522918701172
-655.6615810394287,-78.03890991210938
-622.9855737686157,-74.38460540771484
-636.8758497238159,-69.89451599121094
-631.8969135284424,-73.99449920654297
-594.5876808166504,-70.84567260742188
-566.3081245422363,-90.08808898925781
-590.1342811584473,-98.11305236816406
-619.1361408233643,-90.30670166015625
-612.6123123168945,-89.01252746582031
-622.7867984771729,-80.63693237304688
-643.7997550964355,-71.81043243408203
-619.3374786376953,-95.38764190673828
-588.2581043243408,-94.82652282714844
-640.2555198669434,-101.14840698242188
-646.0034637451172,-73.57441711425781
-605.0308799743652,-80.11759948730469
-605.8910446166992,-79.64219665527344
-612.875659942627,-78.39154815673828
-665.5559377670288,-77.39726257324219
-685.8088788986206,-68.98384094238281
-600.0191745758057,-73.49761962890625
-621.6914882659912,-94.02473449707031
-633.4626922607422,-54.697471618652344
-654.2686023712158,-87.64569091796875
-619.4972038269043,-75.47177124023438
-701.2979984283447,-78.22383880615234
-655.3843669891357,-71.7965087890625
-683.0425567626953,-54.01978302001953
-613.7299242019653,-64.80561828613281
-615.1543006896973,-79.9163818359375
-665.37158203125,-70.26835632324219
-624.379677772522,-79.44959259033203
-625.1450233459473,-90.03831481933594
-574.3446559906006,-73.19060516357422
-550.8726654052734,-91.78319549560547
-637.1977787017822,-85.69701385498047
-704.534665107727,-76.44680786132812
-669.267412185669,-80.27278137207031
-619.0569877624512,-75.43243408203125
-618.5481853485107,-64.21537017822266
-601.8640403747559,-89.80913543701172
-634.0574989318848,-69.71572875976562
-638.5654335021973,-80.51983642578125
-684.526065826416,-59.317386627197266
-691.8803119659424,-64.92767333984375
-583.6114635467529,-86.4877700805664
-627.3735485076904,-94.60655212402344
-592.2124118804932,-92.07177734375
-589.4321746826172,-75.43316650390625
-701.4979667663574,-63.55792999267578
-614.0044822692871,-79.12360382080078
-607.0321674346924,-86.1991195678711
-607.0025691986084,-86.96387481689453
-637.1006546020508,-87.12007904052734
-661.1314754486084,-72.56289672851562
-677.9516181945801,-74.52452087402344
-640.6354160308838,-78.89781188964844
-600.7351341247559,-84.1373519897461
-669.6209621429443,-87.71675109863281
-638.934154510498,-82.58538055419922
-644.3308563232422,-87.34645080566406
-562.0672264099121,-93.8570785522461
-681.1250915527344,-68.70795440673828
-627.33860206604,-82.51789093017578
-670.8619213104248,-72.57887268066406
-596.176176071167,-96.48672485351562
-606.5415325164795,-104.14309692382812
-658.3307495117188,-76.2062759399414
-622.1117706298828,-94.38223266601562
-626.6749248504639,-101.06341552734375
-639.3892993927002,-71.92881774902344
-648.4741668701172,-86.04794311523438
-630.3053512573242,-63.95050048828125
-684.5783309936523,-58.43141555786133
-611.5503692626953,-94.2463150024414
-629.9882755279541,-87.74502563476562
-654.6792058944702,-76.34893798828125
-633.8598651885986,-66.13497161865234
-616.8250646591187,-45.12002182006836
-675.8919162750244,-53.758766174316406
-630.1181573867798,-79.19451904296875
-630.9396829605103,-90.29660034179688
-648.1597566604614,-87.50635528564453
