Rg,Ree
1.36969,2.896
0.928939,2.359
1.26451,3.281
1.26228,3.3
1.27362,3.314
1.13182,3.457
1.13484,3.497
1.1251,3.513
1.22506,3.256
1.2473,3.283
1.27379,3.248
1.28795,3.336
1.05942,3.091
1.05756,3.191
1.14552,3.288
1.11708,3.27
1.1191,3.301
1.08656,3.23
1.08505,3.199
1.10962,3.231
1.09289,3.051
1.08103,3.018
1.09895,3.135
0.872863,1.998
0.863881,1.852
0.864697,2.048
0.860355,2.24
1.3686,2.747
1.37695,2.762
1.37849,2.699
1.18171,4.043
1.2093,3.857
1.19986,3.81
1.19758,3.843
1.16724,3.672
1.23798,3.696
1.23368,3.91
1.19161,3.491
1.16907,3.373
1.38062,3.34
1.39674,3.234
1.39887,3.073
1.34411,3.365
1.32956,3.309
0.886081,1.322
1.28675,3.132
1.32476,3.221
1.27477,3.098
0.853176,1.302
0.849933,1.28
0.873771,1.278
0.882234,1.233
0.885298,1.293
1.23788,2.96
1.23115,2.821
1.19147,2.879
1.20106,2.815
1.19768,2.862
1.20556,2.742
1.22524,2.846
1.20315,2.821
1.2787,2.981
1.318,3.068
1.07557,3.656
1.30965,3.01
1.30496,2.902
1.29151,2.864
1.26219,2.767
1.25301,2.788
0.909274,1.506
1.06517,3.695
1.06403,3.636
0.921043,1.348
0.919763,1.552
1.31119,3.642
1.34712,3.573
1.30342,3.617
1.30364,3.858
0.853345,1.526
0.931694,1.555
0.910729,1.555
1.32699,3.733
1.35942,3.581
1.34867,3.783
1.39691,2.709
1.42578,2.58
1.38384,2.836
1.39138,2.808
1.39921,2.843
1.43744,2.679
0.89945,1.309
0.87902,1.187
1.44648,2.598
0.938961,3.152
0.96041,3.245
0.982914,3.359
0.88557,1.272
0.900187,1.36
1.40614,3.481
1.32491,3.764
1.37296,3.819
1.3224,3.68
1.33424,3.624
1.33057,3.73
1.36089,3.717
1.33054,3.587
1.33164,3.69
1.16953,3.591
1.16049,3.715
0.910097,1.674
1.21114,3.604
0.859479,1.506
1.18276,3.802
0.843926,1.307
0.852893,1.363
0.85203,1.271
0.854947,1.336
1.16236,3.731
1.17207,3.709
1.16349,3.914
1.17933,3.765
1.19621,3.732
0.823836,1.356
0.808194,1.4
0.828337,1.414
1.54599,3.318
1.57463,3.16
1.52554,3.146
1.5394,3.192
1.49258,3.299
1.40492,3.443
0.920764,1.495
1.51366,3.056
0.893188,1.607
0.879347,1.55
0.89702,1.496
0.885807,1.515
1.1874,3.749
0.810223,1.356
0.818125,1.389
1.17109,3.689
1.19476,3.642
0.842217,1.426
0.845546,1.407
0.822809,1.394
0.827956,1.389
0.831563,1.335
0.838507,1.31
0.862186,1.313
0.849008,1.377
0.84798,1.315
0.826761,1.351
0.858265,1.368
0.845203,1.42
0.851962,1.37
0.86202,1.381
0.866096,1.422
0.866114,1.406
0.765653,1.122
0.767204,1.115
1.25022,3.017
1.23513,3.038
1.13879,3.424
1.15158,3.415
1.14243,3.443
1.1638,3.371
0.903568,1.933
0.90723,2.073
0.880365,1.803
0.905614,1.847
0.907023,1.973
0.916249,2.093
0.920392,2.04
1.15198,3.545
1.13204,3.414
1.11809,3.38
1.26742,3.594
1.20078,3.576
1.17064,3.456
1.19764,3.666
1.20997,3.589
1.19881,3.596
1.23238,3.628
1.22408,3.696
1.25338,3.656
1.25028,3.441
1.25436,3.486
1.24778,3.57
1.24736,3.448
1.23623,3.498
1.24452,3.473
1.20233,3.106
0.894707,1.762
0.891181,1.721
0.894915,1.81
1.22574,3.36
1.25913,3.441
1.23188,3.39
1.24349,3.529
1.27125,3.664
1.26023,3.784
1.28152,3.744
1.38034,3.512
1.29412,3.874
1.25861,3.841
1.24977,3.716
1.21952,3.604
1.26847,3.601
1.25244,3.741
1.2651,3.609
1.26802,3.512
1.25574,3.755
1.2505,3.842
1.22544,3.3
1.26832,3.312
0.780894,1.252
1.2821,3.416
0.760722,1.186
1.21207,3.202
1.2178,3.216
1.13744,3.1
1.1369,3.039
1.23635,3.809
1.24803,3.981
1.25529,3.948
1.2325,3.883
1.23171,3.897
0.97553,3.362
1.24607,3.73
1.23639,3.705
1.22145,3.632
1.05635,3.575
1.04487,3.556
1.02156,3.371
1.0393,3.315
1.04003,3.36
1.37559,3.373
0.979568,3.012
0.977228,3.089
1.3258,3.705
1.33356,3.704
1.37432,3.59
1.33565,3.757
1.37714,3.874
0.903016,2.297
0.909707,2.308
0.983727,3.063
1.03903,3.234
1.42359,3.771
1.407,3.814
1.04399,3.346
1.01411,3.22
1.0169,3.291
1.04394,3.339
0.784163,1.689
0.781869,1.576
0.792325,1.661
0.787434,1.653
0.761517,1.717
0.78254,1.647
0.772916,1.857
1.07176,3.488
1.48629,2.894
0.791157,1.807
1.41079,3.174
1.4216,3.099
1.0859,2.51
1.04661,2.468
1.02807,2.512
1.41191,2.816
1.42781,2.863
0.794092,1.126
1.42759,2.866
1.43877,2.912
1.0436,3.455
1.06231,3.522
1.42033,2.845
1.02498,3.39
1.08194,3.613
1.38769,3.039
1.06663,2.705
1.11219,2.98
1.37876,2.999
1.37967,3.0
1.36937,2.968
1.35524,2.991
1.38849,2.98
1.05901,2.79
1.04993,2.573
1.02753,2.521
1.37069,3.013
1.39959,2.873
1.41049,2.797
1.41454,3.388
1.39897,3.364
1.39969,3.412
1.10161,3.461
1.10449,3.496
1.40534,4.152
1.40595,4.189
1.36615,4.231
1.36094,4.047
1.39183,4.088
1.36269,4.219
1.35825,4.191
1.32348,4.269
1.09411,3.714
1.04773,3.609
1.36008,4.22
1.36387,4.264
0.912567,1.794
0.897684,1.859
1.26548,3.763
1.21735,3.69
0.892235,1.959
0.874668,1.737
1.30297,3.237
1.33798,3.109
1.34387,3.174
1.32033,3.128
1.35258,2.932
1.33508,3.038
1.32509,3.102
1.29666,3.217
1.3299,3.132
1.34188,3.122
1.3589,2.981
1.35819,3.025
1.35709,3.132
1.1009,3.759
1.07762,3.61
0.862117,1.882
0.894612,2.091
0.872122,1.945
0.857074,1.965
0.877373,2.137
0.890941,2.258
0.869568,2.296
1.23374,3.093
1.29275,3.564
1.18182,3.213
1.26759,3.396
1.31198,3.441
1.30494,3.294
1.30606,3.223
1.29286,3.254
0.814127,1.187
0.814594,1.272
0.795637,1.225
1.08857,3.402
1.12004,3.37
1.27047,3.332
1.28966,3.537
1.30232,3.487
1.12781,3.151
1.09802,3.263
0.780395,1.474
1.11115,3.225
0.774431,1.555
0.778613,1.488
0.774313,1.501
0.7837,0.963
0.79613,1.008
0.793309,1.045
0.794187,0.983
0.789089,1.772
0.797107,1.745
0.805965,1.688
1.02337,2.909
1.00443,2.936
1.0095,2.937
0.983973,2.816
0.991037,2.841
0.784377,0.991
0.997547,3.041
0.993945,3.129
1.07715,3.754
1.12137,3.917
1.10631,3.695
1.07128,3.71
1.06924,3.755
1.26696,3.428
1.25289,3.243
1.07023,3.697
0.768871,0.974
1.07581,3.719
1.0904,3.763
1.3188,3.428
0.73937,0.964
0.794413,1.819
0.750577,0.993
0.728173,1.0
0.815314,1.802
0.816104,1.948
0.836213,1.917
0.83478,1.972
0.823366,2.027
0.845586,2.138
0.760811,1.093
0.775489,1.047
0.767626,1.019
0.778842,1.02
0.758517,1.026
0.786179,1.063
1.2964,3.24
0.763679,1.046
0.753204,1.093
1.36259,3.008
0.730534,1.293
0.734178,1.34
0.752961,0.993
1.38062,3.071
1.36964,3.254
1.38262,3.118
1.12253,3.844
1.09521,3.758
1.08724,3.74
1.10126,3.804
1.07993,3.783
1.52092,2.741
1.51615,2.725
1.54194,2.72
0.814533,1.877
0.827476,1.899
1.48656,2.775
1.50918,2.861
0.80953,1.016
1.09217,3.865
1.08958,3.88
0.785767,1.731
0.792071,0.992
1.10058,3.864
1.50527,2.789
1.10071,3.927
1.10014,3.869
0.802431,0.97
0.809471,1.032
1.07181,3.736
1.06205,3.732
0.828091,0.984
1.11078,3.854
1.37604,3.21
0.80804,0.997
0.808621,0.968
0.805507,1.144
0.809734,1.027
0.819246,1.072
0.806668,1.028
0.792328,0.951
0.80764,1.038
0.814596,0.995
1.20799,3.386
1.24316,3.244
1.2077,3.391
1.24766,3.345
1.29974,3.488
0.802129,1.037
1.23377,3.514
0.81514,0.937
0.810723,2.144
0.810984,2.078
0.822906,2.114
0.828272,2.118
0.819844,2.151
1.3055,3.091
1.30858,3.074
1.30178,3.005
0.819121,1.99
0.821521,2.089
0.828007,2.09
0.81476,2.081
0.80942,2.034
0.808097,2.074
1.25904,3.169
0.901949,2.1
0.883219,1.957
0.903124,2.06
0.797982,2.077
0.913888,2.145
0.897051,2.053
0.86952,2.028
0.880495,1.946
0.890274,1.963
1.13262,3.311
0.88646,2.007
1.13021,3.345
1.29488,3.468
1.24255,3.478
1.28201,3.56
1.29192,3.413
0.878057,2.073
1.11511,3.283
0.889838,2.127
0.873457,2.021
1.17832,3.479
1.14688,3.222
1.14463,3.359
1.16948,3.16
1.1872,3.309
1.20574,3.355
1.09403,3.0
1.1969,3.387
1.18208,3.37
1.16825,3.351
1.17494,3.399
1.14982,3.322
1.13947,3.144
1.07236,3.282
1.06733,3.348
0.713294,1.442
0.732307,1.538
1.01287,3.04
0.734718,1.521
0.753973,1.672
0.90697,1.642
0.896653,1.706
0.762896,1.448
0.796147,1.642
0.866641,1.812
0.980567,2.837
0.982978,2.943
0.990625,2.858
0.885521,1.71
0.768499,1.633
1.23168,3.656
1.24154,3.604
0.890952,1.529
1.28928,3.723
1.26135,3.718
1.25817,3.653
1.26511,3.564
1.22291,3.455
1.24855,3.432
1.26511,3.574
1.2381,3.451
1.26486,3.372
1.23799,3.292
1.26475,3.481
1.18967,3.296
0.896645,2.426
0.830622,1.146
0.913243,2.534
0.899354,2.479
0.925166,2.364
1.19138,3.036
1.17679,3.021
1.05902,3.323
1.075,3.25
0.896302,2.337
0.903077,2.386
0.889549,2.251
0.898369,2.218
0.771218,1.672
1.06214,2.867
0.752349,1.629
0.771675,1.73
0.899297,2.018
0.752427,1.603
0.77408,1.762
0.756047,1.663
0.896834,1.926
0.728561,1.312
0.728219,1.454
0.897092,1.699
0.73471,1.378
0.731205,1.443
0.917799,1.751
0.945571,1.754
0.910799,1.9
0.734906,1.523
0.733893,1.506
0.746617,1.576
0.89336,1.602
0.874636,1.494
0.897758,1.404
0.903496,1.639
0.894517,1.66
0.885168,1.567
0.875181,1.529
0.8716,1.512
0.8814,1.557
0.866241,1.594
0.878195,1.698
0.89236,1.337
0.867876,1.648
0.866158,1.797
1.07664,2.226
1.08005,2.221
1.06819,2.171
0.990406,1.998
0.909704,1.513
0.938997,1.897
0.95205,1.997
0.955946,1.985
0.955944,1.938
0.961289,1.801
0.959019,1.809
0.957044,1.809
0.954466,1.774
0.889965,1.649
0.915904,2.047
0.906231,2.012
0.881557,1.639
0.892767,2.035
0.894023,1.954
0.748057,1.652
0.881662,1.844
0.887658,1.802
0.866499,1.688
0.879097,1.839
0.886534,1.823
0.888781,1.825
0.880736,1.765
0.874948,1.836
0.873043,1.901
0.867284,1.884
0.884636,1.848
0.892987,1.856
0.883925,1.842
1.11605,3.579
1.08419,3.49
1.08713,3.441
1.13902,3.781
1.09371,3.606
1.09932,3.688
1.10596,3.747
0.739943,1.513
0.718854,1.387
1.09449,3.717
1.10409,3.775
0.729123,1.566
0.723793,1.438
0.728632,1.448
0.722606,1.361
1.09937,3.764
0.815225,1.087
0.723734,1.452
0.737274,1.362
0.741346,1.423
0.748242,1.353
0.822066,1.066
1.09322,2.31
0.86038,1.288
0.884774,1.268
1.08053,2.384
0.867253,1.386
1.15665,2.378
1.18808,2.566
1.21698,2.619
1.20963,2.616
1.07266,2.768
1.09068,2.701
1.06425,2.631
1.06185,2.527
1.07187,2.459
1.05701,2.559
1.05133,2.435
1.06175,2.633
1.07601,2.611
1.11614,2.582
1.1004,2.559
1.10909,2.626
1.10047,2.658
1.11824,2.615
1.09996,2.509
0.701009,1.738
1.11996,2.919
0.698754,1.676
0.713186,1.726
1.08377,2.75
1.12494,2.871
1.12215,2.818
0.894371,2.078
0.886832,2.104
0.899268,2.168
1.00315,2.548
1.01793,2.598
0.98956,2.484
1.00861,2.65
0.875574,2.155
0.887732,2.22
0.894664,2.24
0.898728,2.261
0.899024,2.347
0.890186,2.135
0.723064,1.902
0.719542,1.857
0.722902,1.837
1.03465,2.955
1.05865,2.879
1.08269,2.978
1.07446,2.875
1.0516,2.786
0.834203,1.933
0.825967,1.827
0.743846,1.792
0.761577,1.819
0.747421,1.813
0.739961,1.701
0.743947,1.487
0.753371,1.748
0.849826,1.16
0.843659,1.209
0.847992,1.185
1.46159,3.688
0.747537,1.858
0.768993,1.983
1.46553,3.616
0.895661,2.19
0.886272,2.134
1.44295,3.635
0.784457,1.778
1.39452,3.845
1.38476,3.77
0.783522,1.842
0.793112,1.774
0.762879,1.65
0.771085,1.63
0.769699,1.472
0.762059,1.604
0.754784,1.484
0.748266,1.446
0.901768,1.799
1.17523,3.798
0.892907,1.985
0.772617,1.589
0.907711,2.013
1.11069,3.42
0.901033,2.03
0.893624,2.065
1.11066,2.777
1.12602,2.826
1.12117,2.862
1.14218,2.975
0.909719,2.029
1.11254,3.029
1.09377,2.841
0.851502,1.165
0.845211,1.126
0.8515,1.152
0.901484,1.827
0.888857,1.506
0.90365,1.642
0.837928,1.217
0.863804,1.282
1.39807,3.512
0.834412,1.314
0.830354,1.241
0.845562,1.372
0.800665,1.369
0.884828,1.502
0.865659,1.501
0.859116,2.556
0.883303,2.782
0.885842,2.77
0.872905,2.592
0.844494,2.386
0.852256,2.41
1.44859,3.773
0.900772,1.583
0.876391,2.628
0.853652,2.65
0.936132,1.696
0.925585,1.704
0.921954,1.683
0.917972,1.563
1.07242,3.013
1.04641,2.816
0.894491,2.76
0.869888,2.736
1.05292,3.008
1.06855,2.832
1.05985,2.87
1.43984,3.983
1.45588,3.821
1.03842,3.064
0.945183,2.115
1.41628,4.136
1.42624,4.068
1.40314,3.941
1.40867,4.131
0.855775,1.099
1.40937,4.212
1.40619,4.2
1.39127,4.097
1.38264,3.988
1.38294,4.061
0.860413,0.637
0.844137,0.656
0.830533,0.679
0.839619,0.633
1.41996,4.066
0.861942,0.936
0.876662,0.887
0.848908,0.59
0.85846,0.673
0.856467,0.662
1.37032,3.876
0.863807,1.007
0.877714,0.824
0.867894,0.921
0.86938,0.936
0.876834,0.888
0.882985,0.944
0.861207,0.627
0.838251,0.617
0.798289,1.444
0.794355,1.422
0.799762,1.466
0.885256,1.144
0.874624,1.146
0.869752,1.121
0.869477,1.193
0.864839,1.167
0.858017,1.135
0.882004,1.202
0.916358,2.918
0.925922,3.021
0.945509,3.062
0.910168,2.323
0.967386,3.232
0.999952,3.284
0.983297,3.22
1.02422,3.355
1.34689,3.409
0.898699,2.072
0.906715,2.104
0.908642,2.24
0.771939,1.427
0.869161,1.214
0.771409,1.408
0.789743,1.426
0.781536,1.403
0.771971,1.384
0.76699,1.405
0.77858,1.39
0.966601,3.211
1.27176,2.935
1.2805,3.016
1.29054,3.059
0.982073,3.315
0.989387,3.278
1.01419,2.028
0.770882,1.424
1.03951,2.064
0.784003,1.42
0.786476,1.448
0.803513,1.405
0.825483,0.602
0.829875,0.595
0.828847,0.572
0.828242,0.633
0.833279,0.583
0.846028,0.604
0.838194,0.604
0.824395,0.604
0.815685,0.692
0.833391,0.648
0.817339,0.613
0.833654,0.575
0.80854,0.626
0.889691,1.474
0.903448,1.642
0.871946,1.53
0.897964,1.452
0.892722,1.314
0.900923,1.371
0.869114,1.303
0.84515,0.558
0.874679,1.268
0.876837,1.34
0.865023,1.285
0.82434,0.524
0.823711,0.533
0.831586,0.473
0.83399,0.521
0.825954,0.602
0.825585,0.543
0.889861,1.698
0.981388,3.484
0.99259,3.503
0.894487,1.578
0.896425,1.634
1.02996,3.664
0.896727,1.575
0.90658,1.721
1.06123,3.724
0.878798,1.751
0.884491,1.875
0.873035,1.562
0.847035,1.436
0.854917,1.486
0.884432,1.527
0.888469,1.702
1.09367,3.668
1.10218,3.77
1.07069,3.656
0.889439,1.734
1.05912,3.664
1.07501,3.756
1.08776,3.802
0.792375,1.41
1.13882,3.952
0.82889,0.574
1.09921,3.768
0.83986,0.552
1.06153,3.712
1.03005,3.559
1.03216,3.557
0.836173,0.62
0.834819,0.59
0.832197,0.569
0.828259,0.577
0.836657,0.568
1.55106,3.296
1.5363,3.107
0.842711,0.661
0.881648,0.679
0.887072,0.601
0.868162,0.632
0.881615,0.701
0.850035,0.639
0.836192,0.619
0.888603,2.052
0.885837,2.077
0.889909,2.087
0.886698,1.769
0.859423,1.746
0.881395,1.747
0.890935,1.708
0.907964,1.761
0.873649,0.607
0.930549,1.885
0.923068,1.731
1.43779,3.676
1.45837,3.734
1.46688,3.606
1.46268,3.76
1.47719,3.792
1.47845,3.82
0.867299,1.49
1.50392,3.388
0.890537,1.624
0.916915,1.764
0.881713,1.547
0.904275,1.566
0.905561,1.584
0.902796,1.753
0.877277,1.698
0.867606,1.783
0.865633,1.689
1.48901,3.963
0.864305,1.516
0.869457,1.44
0.870691,1.525
0.879208,1.662
0.866999,1.642
0.928531,2.132
0.923944,2.017
0.913653,2.032
0.867895,2.031
1.34369,3.644
0.89691,1.884
0.889717,1.859
1.33775,3.332
0.882521,1.901
0.899135,1.826
0.903743,1.856
1.5759,3.985
1.55762,3.861
1.55157,3.901
0.895047,1.795
0.875486,1.785
1.28158,3.619
1.2294,3.365
0.87225,1.671
0.863528,1.749
0.853405,1.627
0.835791,1.685
0.851066,1.57
0.860462,1.615
0.861304,1.668
1.24332,3.404
1.21503,3.293
0.859936,1.43
0.721044,0.914
0.728118,0.987
0.730949,0.927
0.720167,0.886
0.84715,2.774
1.45192,3.958
1.43904,3.825
1.43984,3.801
0.851443,2.791
1.48339,3.845
0.863091,2.877
1.46803,3.777
0.846443,2.7
0.824111,2.578
0.835097,2.428
0.83494,2.604
0.813742,2.453
0.840086,2.543
0.835643,2.527
0.820049,2.484
0.871008,2.747
0.81405,2.509
0.82211,2.601
0.929721,2.684
0.911883,2.639
0.761769,1.395
0.904409,2.6
0.762933,1.362
0.906591,2.477
0.919098,2.181
0.894951,2.049
0.902088,2.701
0.90879,2.021
0.907566,1.839
0.918164,2.731
0.911311,2.621
0.88144,2.508
0.700822,0.75
0.708763,0.675
0.70992,0.742
0.708816,0.654
1.1741,3.704
1.19671,3.771
0.901624,1.607
0.903396,1.73
0.715339,0.771
1.16253,3.327
0.70982,0.793
0.716467,0.837
1.07275,2.423
1.08143,2.496
1.0755,2.365
1.07486,2.343
0.986999,3.113
1.00209,3.177
0.981265,2.946
0.977522,3.011
0.745263,0.905
0.74701,0.981
0.974247,2.96
0.965574,2.85
1.12772,3.055
1.1342,3.141
1.08174,2.86
1.11806,2.948
1.13961,2.977
1.10925,2.971
1.11489,3.084
1.11621,2.993
1.11198,2.918
1.09398,2.842
1.11581,3.051
1.10533,3.043
1.37563,3.877
1.38252,3.812
1.40427,3.821
1.1,3.04
1.36643,3.778
1.36458,3.904
1.42141,3.906
0.926452,2.945
1.40575,3.874
1.45588,3.785
0.913179,2.869
0.881514,2.844
0.829739,1.429
1.08141,3.21
1.13308,3.386
1.10963,3.16
1.17106,3.454
1.21917,3.587
1.19711,3.483
1.19577,3.331
1.24224,3.543
0.815889,1.704
0.836348,1.604
0.832661,1.631
0.842423,1.7
0.901622,2.702
0.910499,2.648
0.915024,2.733
1.40918,3.703
1.45163,3.719
1.45854,3.617
1.43102,3.728
1.40882,3.829
0.896755,2.654
0.892443,2.667
0.870544,2.615
0.869049,2.586
0.856144,2.592
1.44337,3.916
1.4413,3.888
0.872905,2.662
0.877304,2.641
1.09479,2.062
1.37627,3.973
1.35232,3.979
1.31926,3.958
1.31724,3.889
1.39175,3.962
1.38238,4.063
1.40735,3.983
1.42847,3.93
1.4661,3.941
1.47477,3.788
1.09236,2.037
1.46956,3.692
0.845875,2.676
1.48423,3.414
1.46683,3.592
1.47501,3.675
1.47479,3.683
0.84738,2.797
1.1307,2.251
1.13787,2.271
1.15951,2.267
1.1537,2.234
1.13375,2.186
1.14237,2.249
0.904959,2.992
0.908594,3.043
0.87688,2.83
1.511,3.638
1.5196,3.588
1.35201,3.708
1.3342,3.96
1.34015,3.941
1.33434,4.051
0.85825,2.756
0.854205,2.714
1.24211,3.982
0.813294,2.488
1.24235,3.922
0.815348,2.5
0.841589,2.572
1.2228,3.908
1.24054,3.933
1.48287,3.031
0.930945,1.903
0.940467,2.145
1.46797,3.606
1.431,3.691
1.44731,3.659
1.47687,2.845
1.46713,2.613
1.44716,2.515
1.43331,3.682
1.43443,3.548
1.42082,3.509
1.49887,3.247
1.53029,3.232
1.5372,3.219
1.50699,3.282
0.850265,1.709
0.859682,1.82
0.83838,1.816
0.827637,1.603
0.824523,1.624
0.841136,1.615
0.833353,1.575
0.923873,1.783
0.831361,1.519
0.813734,1.39
0.817214,1.18
0.825937,1.223
0.816513,1.311
0.817285,1.244
0.82532,1.307
1.08023,2.237
1.10503,2.4
1.08944,2.47
0.805423,1.459
0.802619,1.326
0.811689,1.346
0.840965,1.505
0.844465,1.53
0.834985,1.344
1.27487,3.672
1.29907,3.814
1.41671,3.212
1.3836,3.539
1.42375,3.396
1.37285,3.575
1.28433,3.83
1.26255,3.888
1.25774,3.854
1.39389,3.312
1.2536,3.718
1.38442,3.46
1.39042,3.45
1.29638,3.446
1.30444,3.385
1.0354,2.374
1.32253,3.18
1.04106,2.333
1.00452,2.348
1.02694,2.471
1.03813,2.577
0.918928,1.302
0.894646,1.334
0.889058,1.372
0.905359,1.402
0.877291,1.069
1.03211,2.712
1.04301,2.923
1.03921,2.845
1.03122,3.059
1.0596,3.175
1.11842,2.293
1.12247,2.28
1.10322,2.294
1.12782,2.425
1.12085,2.525
1.03944,3.213
1.13898,2.627
1.11323,2.638
1.1291,2.744
0.878863,1.065
0.86195,1.017
0.866371,1.069
1.06002,3.032
0.867642,1.011
0.886793,1.082
0.886623,1.267
0.882807,1.298
1.08822,3.205
0.876054,1.213
1.08109,3.186
1.07208,2.988
0.748221,1.094
1.08215,2.962
0.730817,0.997
0.853006,1.25
1.01223,2.456
1.02139,2.626
1.0104,2.602
0.984723,2.5
0.989063,2.427
1.0005,2.415
0.99928,2.474
1.00667,2.661
1.02793,2.816
0.783321,1.577
0.773592,1.58
1.02739,2.972
0.865268,1.087
0.854131,1.192
0.88068,1.254
0.80566,1.556
0.818218,1.463
0.880788,1.151
0.868454,1.128
0.907351,1.293
0.876792,1.107
0.782195,1.295
0.797178,1.442
1.05539,3.197
0.899856,1.264
0.906008,1.261
0.878217,1.257
0.889154,1.079
0.880165,1.103
0.980474,2.736
0.942281,2.525
0.911816,2.331
0.916907,2.502
0.91227,2.561
0.924847,2.624
0.90137,2.635
0.908042,2.666
0.915275,2.607
0.870661,2.46
0.914581,2.692
0.910283,2.671
0.905111,2.465
0.898198,2.617
0.885201,2.462
0.876333,2.5
0.884542,2.504
1.07935,2.236
1.09668,2.274
1.08779,2.117
1.05899,2.131
0.898493,2.72
0.904691,2.855
0.921061,2.839
0.893878,2.277
0.902974,2.201
1.02242,2.305
0.898549,1.621
0.897094,1.541
0.890851,1.656
1.01094,2.048
1.04427,2.069
1.04414,2.074
1.06071,2.146
1.01954,2.16
1.04671,2.213
1.04411,2.255
0.859266,1.729
0.859312,1.83
0.856636,1.724
0.852024,2.068
0.875453,2.251
0.87256,1.937
0.847187,1.639
0.845868,1.655
0.863787,1.561
0.862686,1.54
0.872563,1.54
0.859037,1.51
0.866324,1.538
0.857581,1.524
0.865961,1.563
0.854715,1.574
0.862746,1.476
0.867667,1.583
0.86444,1.58
0.866639,2.312
1.31325,3.455
1.3392,3.412
0.875424,1.763
0.85608,1.705
0.864032,1.776
0.867544,1.741
1.46367,3.008
1.46935,2.967
1.42233,2.966
0.817773,1.487
0.813397,1.389
0.835674,1.302
0.835124,1.725
0.82545,1.796
0.848441,1.366
1.33224,3.413
1.32131,3.308
0.858108,1.404
1.36095,3.137
0.846565,1.417
0.844992,1.433
0.830489,1.478
0.844916,1.439
0.822492,1.525
0.843315,1.412
0.849188,1.44
0.849355,1.362
1.29366,3.363
0.847729,1.428
0.855024,1.435
0.847221,1.518
0.832556,1.493
0.838329,1.451
0.839526,2.012
0.841268,1.944
0.826801,2.126
0.770778,1.215
0.726863,1.134
0.746253,1.24
0.744671,1.223
0.774603,1.427
0.903183,2.403
0.915184,2.56
0.762566,1.167
0.742413,1.209
0.74535,1.14
0.756672,1.217
0.757646,1.243
1.21112,3.598
1.20918,3.459
0.800587,1.445
0.776304,1.224
0.792308,1.262
0.809623,1.444
0.80616,1.29
0.793656,1.346
0.793469,1.32
0.840592,1.145
0.779482,1.248
0.773891,1.284
0.790282,1.367
0.925659,2.562
0.896492,2.619
0.920813,2.763
1.32344,3.753
0.972382,2.986
0.944945,2.911
0.935674,2.925
0.936722,2.885
0.98051,2.884
0.934988,2.766
0.942374,2.667
0.941065,2.688
0.885549,0.866
0.920599,2.558
0.936414,2.751
0.873639,0.961
0.886911,1.005
0.735044,1.118
0.912856,2.881
0.923208,2.812
0.902186,2.804
0.873848,0.984
0.865775,0.845
0.887052,0.855
0.833512,1.457
0.831839,1.404
0.836237,1.349
0.736794,1.171
0.74002,1.199
0.739332,1.185
0.871229,0.797
0.873455,0.793
1.02101,3.263
1.03391,3.297
0.888785,0.765
0.902664,0.699
0.882854,0.697
0.844566,2.286
0.817328,2.15
0.903355,0.706
0.807664,2.25
0.830203,2.333
0.804426,2.076
0.880986,0.725
0.88456,0.76
0.888886,0.694
0.981472,3.3
0.86411,0.754
0.888446,0.712
0.871026,0.703
0.864836,0.689
1.02417,3.375
1.02675,3.435
0.93815,2.62
0.962051,2.626
0.915665,2.406
0.804839,1.254
0.792439,1.25
0.884207,0.762
0.875564,0.705
0.860227,0.692
0.787947,1.304
1.26403,3.552
1.24328,3.626
1.24866,3.663
0.915808,1.967
0.890981,1.943
0.87966,1.794
0.89017,0.678
0.901732,0.691
0.888309,0.739
1.06376,2.635
1.08354,2.636
0.877981,2.379
1.11031,2.875
1.15466,2.991
1.13179,2.888
0.875317,2.313
0.866628,2.395
0.873951,2.543
0.874202,2.5
0.852125,2.467
0.842818,2.443
0.837042,2.448
1.17005,2.878
1.17343,2.889
1.16305,2.689
1.2028,2.789
1.17369,2.703
0.872019,2.613
0.846178,2.617
0.859319,2.572
0.840346,2.62
0.849387,2.637
0.846892,2.628
0.830161,2.597
0.841902,1.572
0.841328,1.564
0.843625,1.583
0.810304,2.429
0.840619,1.424
0.807437,2.292
0.79998,2.356
0.82254,2.444
0.843099,1.621
0.812066,2.387
0.807057,2.329
0.959961,2.569
0.95748,2.502
0.962945,2.49
0.944621,2.562
0.985559,2.549
0.979788,2.707
0.946338,2.474
0.891265,0.721
0.890699,0.839
1.17422,3.378
0.879777,0.978
0.88618,0.957
0.973659,2.745
1.15883,3.62
1.20247,3.773
0.877244,0.884
0.8532,1.801
0.862714,1.903
0.86391,1.86
0.858771,1.92
0.845164,1.848
0.894762,1.034
0.858104,1.782
0.845183,1.803
0.887726,1.061
0.858469,1.755
0.893279,1.071
0.911076,1.194
0.842368,1.695
0.859691,1.673
0.854699,1.83
0.856002,1.777
0.873779,1.913
0.880314,2.018
0.8803,1.836
0.779883,1.476
1.199,3.198
1.25731,3.463
1.25871,3.503
0.830333,1.493
0.814671,1.429
0.845908,1.396
0.816917,1.478
0.754315,1.239
0.949205,1.539
0.756561,1.212
0.749529,1.328
0.966958,1.397
0.940431,1.381
0.85764,1.793
0.971999,1.427
0.850389,1.593
0.840259,1.487
0.84158,1.473
0.832548,1.496
0.820643,1.389
0.795573,1.37
0.818876,1.554
0.847567,1.785
0.854882,1.822
0.772663,1.909
0.741141,1.273
