Rg,Ree
1.53656,2.233
1.51071,2.495
1.59209,3.184
1.12195,3.022
1.15022,3.3
1.14443,3.101
1.14178,3.045
1.15404,3.031
1.15135,2.995
1.46532,3.666
1.16356,3.171
1.66817,3.311
1.12847,2.759
1.07967,2.533
1.65026,3.495
1.68755,3.487
0.901643,1.332
1.37564,3.863
0.821367,0.855
0.819706,0.945
0.807096,0.966
1.65244,3.497
1.58465,3.391
1.5615,3.73
1.5565,3.55
1.56283,3.701
1.36783,3.648
1.4238,3.68
1.41916,3.624
0.840815,0.82
0.818414,0.841
0.811463,0.758
0.801896,0.714
0.818954,0.802
0.821101,0.736
0.831576,0.711
1.11576,2.408
0.977069,2.331
1.02032,2.688
1.46361,3.705
1.43657,3.93
1.4734,3.789
0.986697,2.829
1.45181,3.972
1.12922,2.743
1.18601,2.792
1.02332,3.236
1.37474,3.565
1.37374,3.658
1.37279,3.633
1.42658,3.49
1.41596,3.656
1.12452,2.916
1.09846,2.826
1.11518,3.215
1.14559,3.155
1.33144,3.449
1.32533,3.381
1.36619,3.63
1.32944,3.506
1.33337,3.537
1.34645,3.397
1.31747,3.238
1.08698,2.62
1.19331,3.44
1.19733,3.568
1.32232,3.85
1.29837,3.684
1.22492,3.779
1.20919,3.662
1.25085,3.736
1.16052,3.616
1.17905,3.692
1.36768,3.433
1.22423,3.669
1.21548,3.562
1.16026,3.564
1.1801,2.54
1.16341,2.746
1.1562,2.287
1.19367,2.77
1.12983,3.071
1.04509,3.227
1.12478,3.276
1.07054,3.278
1.08333,3.346
1.09279,3.487
1.17764,3.662
1.05213,3.156
1.16396,3.805
1.18067,3.884
1.0527,2.884
1.18865,3.911
1.18766,3.843
1.21229,4.046
1.24773,2.903
1.14787,3.826
1.28804,3.099
1.20503,3.598
1.20785,3.578
1.20882,3.756
1.05465,3.171
1.12089,3.34
1.10754,3.282
1.13699,3.445
1.17548,3.627
1.34679,3.348
1.30717,3.069
1.52526,3.418
1.41212,3.635
1.10551,3.011
1.27358,3.124
1.28613,3.171
1.23957,3.07
1.14838,3.473
1.38415,3.967
1.41209,4.131
1.26373,3.48
1.29041,3.477
1.18221,2.773
1.21545,2.679
1.1789,2.782
1.19337,2.742
1.17979,3.107
1.13813,3.277
1.2134,3.114
1.44997,3.94
1.49562,3.671
1.50147,3.694
1.28639,3.493
1.27425,3.499
1.30502,3.554
1.56488,3.918
1.57902,3.85
1.51571,3.926
1.59583,3.82
1.56468,3.89
1.53583,3.921
1.04284,2.828
1.06474,2.952
1.11215,3.138
1.46541,3.08
1.40506,3.165
0.850194,1.162
0.796075,1.095
1.38631,3.475
1.19516,3.62
1.15792,3.691
1.56107,4.257
1.4383,3.749
1.36851,3.476
1.11927,3.536
1.33146,3.356
0.827051,0.892
0.808588,0.918
1.02812,2.589
1.00318,2.433
1.1063,3.005
1.00367,2.12
0.994105,1.64
0.967728,1.344
0.85185,1.46
0.82069,1.396
0.853118,1.467
0.966071,1.007
0.953435,1.986
0.927631,2.075
0.877977,1.776
0.806744,1.052
1.07987,3.472
1.11829,3.387
1.19244,3.057
0.882237,1.584
0.910528,1.547
0.797071,0.692
0.809835,0.828
0.847773,1.317
0.867293,1.061
0.890149,1.125
0.843599,0.991
1.17102,3.392
0.861677,1.213
0.85255,1.165
0.880305,1.185
0.868035,1.053
0.853486,1.268
0.858477,1.321
0.852889,1.25
1.06519,2.9
0.745697,1.473
1.03113,2.643
1.04457,2.491
1.13495,3.584
1.14509,3.477
1.07981,2.882
1.09736,2.736
1.17051,3.36
1.17886,3.508
1.19954,3.422
0.794658,1.737
1.23977,3.187
1.4626,2.446
1.40231,2.651
1.35659,2.792
1.39214,2.663
0.78637,1.716
1.1912,3.609
1.3782,2.759
1.23502,3.448
1.01493,3.161
1.21237,3.784
1.06448,3.419
1.28997,2.82
1.28267,2.785
1.22203,3.79
0.832496,1.261
0.814738,1.736
0.808118,1.756
1.22087,2.831
0.786277,1.589
0.798161,1.512
0.794107,1.613
1.20092,3.909
1.19561,4.027
0.810406,1.302
0.778563,1.523
0.783014,1.385
1.1814,3.571
0.794315,1.482
0.790398,1.246
1.34435,4.513
1.17345,3.496
1.27598,4.203
0.828157,1.972
0.862902,2.202
0.822312,1.954
1.31196,4.216
1.3279,3.857
1.20873,3.858
1.22357,4.16
1.16381,3.587
1.24704,4.139
1.31263,4.341
1.11979,3.682
1.11801,3.698
1.18407,3.881
1.1453,3.917
1.13882,3.81
0.88528,2.19
0.840778,2.128
0.989323,2.209
0.85508,2.279
0.853406,2.239
1.10921,3.376
1.07659,3.082
1.28837,3.669
1.26734,3.719
1.27149,3.62
1.21785,3.453
1.07347,2.878
1.04737,2.774
1.10708,2.806
1.13471,2.966
1.09832,3.047
1.06509,2.884
1.10439,3.325
1.22939,3.394
1.17394,3.573
1.31962,3.094
1.28564,3.275
1.34752,3.301
1.2626,3.362
1.24599,3.279
1.2769,3.242
0.991455,2.385
0.932379,2.229
1.26165,3.673
1.23635,3.501
1.29763,3.35
1.25544,3.477
0.970411,2.174
0.959951,2.235
1.30442,3.331
1.18229,3.185
0.893272,2.845
1.32546,3.802
1.3049,3.931
0.811361,1.871
0.8103,1.844
0.807556,1.662
0.838058,1.77
1.0676,1.647
1.02914,2.119
0.838715,1.694
0.832436,1.747
0.863752,1.923
0.875103,2.111
0.903636,1.68
0.893245,1.597
1.05361,1.766
0.891001,1.673
0.900365,1.637
0.817937,2.125
0.864838,2.396
1.13493,2.372
1.03119,2.068
1.01832,1.753
0.817847,2.017
0.834876,2.122
0.816488,1.829
1.1174,2.151
1.13207,2.103
1.15241,2.157
1.12893,2.245
1.14375,2.129
1.15939,3.35
1.12515,2.365
1.15698,3.375
1.5097,2.456
1.51324,2.436
1.62517,2.337
1.65035,2.61
1.62248,2.536
1.63253,2.544
1.29607,3.751
1.00268,1.556
0.987092,1.511
1.00747,1.73
1.07086,2.385
1.00816,1.223
1.02709,1.457
1.57769,3.453
1.04604,1.412
1.23218,3.761
1.27557,3.53
1.27071,3.704
1.30466,3.54
1.03767,1.365
1.04564,1.526
1.06842,1.554
1.04663,1.591
0.999405,1.768
0.885482,2.203
0.881797,2.202
0.870876,2.249
1.05563,1.528
0.877139,2.061
1.02158,1.793
1.02464,1.823
1.03949,1.955
1.01463,1.953
1.06631,2.515
0.986626,2.989
0.993267,2.946
1.31889,3.838
1.40863,3.514
1.41108,3.885
1.40269,3.985
1.3844,3.985
1.33364,3.942
1.34819,3.546
1.39332,3.381
1.48835,3.203
1.55445,3.003
1.58279,2.88
1.25532,3.839
1.37783,3.998
1.36038,3.745
1.25266,4.014
1.48974,3.13
1.44182,3.303
1.37275,3.29
1.47132,3.063
1.56457,3.153
1.22573,3.683
1.22085,3.669
1.29804,3.393
1.29187,3.356
1.29049,3.3
1.3671,3.239
1.14123,3.1
1.09808,2.897
1.09519,2.759
1.10269,2.741
1.32051,3.301
1.29346,3.418
1.41991,3.021
1.13663,2.917
1.13462,3.15
1.0663,2.949
1.31322,2.816
1.35689,2.998
1.13145,3.127
1.3754,2.582
1.39579,2.592
1.40709,2.534
1.13321,1.875
1.15753,2.058
1.1654,2.205
1.33838,2.825
1.46038,2.569
1.15649,2.411
1.12566,2.16
1.14761,2.329
1.27294,3.31
1.13852,2.368
1.07345,2.117
1.04727,2.519
1.09111,1.759
1.18556,3.1
1.12996,2.967
0.88046,1.749
0.911738,1.914
0.922656,1.842
0.960558,2.021
0.962266,1.754
1.17435,3.507
1.07988,3.033
1.11583,3.072
0.945238,1.676
1.15357,3.263
1.13043,3.34
1.10786,3.308
1.21016,2.423
1.16044,2.323
1.1391,2.174
1.13614,3.169
0.920473,1.169
0.95513,1.045
0.933393,1.063
1.12856,2.601
0.928658,1.225
0.906378,1.2
0.952332,1.4
1.07227,2.337
1.10154,2.596
0.936922,1.803
1.11063,2.92
0.948291,2.354
0.945072,2.208
1.14803,3.136
1.0017,2.563
1.02225,2.67
1.01086,2.816
1.01722,2.757
1.02078,2.887
1.01394,3.066
1.007,2.763
0.970532,2.757
0.96805,2.903
1.21272,3.612
1.21994,3.366
1.2973,3.838
1.18656,3.022
1.22176,3.043
1.24843,3.065
1.20759,3.03
1.07659,2.998
1.04861,1.731
1.07945,3.058
1.11981,3.265
1.12726,3.185
1.09467,2.924
1.01126,1.052
1.02003,1.158
1.00677,1.065
1.2091,3.442
1.26752,3.403
1.23294,3.425
1.27005,3.295
0.996025,1.086
0.995409,0.975
1.23352,3.446
1.2283,3.393
1.02385,1.071
1.04294,1.652
1.03674,1.594
1.03374,1.654
1.02198,1.542
1.00956,1.445
1.2314,3.231
1.23834,3.213
0.898927,2.653
0.913268,2.803
0.930668,2.898
1.20056,3.522
1.20787,3.621
0.984921,3.051
1.21645,3.711
1.2907,3.43
1.30519,3.316
1.27364,3.69
1.23869,2.882
1.21198,2.845
1.25195,3.066
0.921777,1.255
0.944214,1.317
1.39497,3.797
1.36952,3.907
0.912612,1.141
1.16541,2.908
1.08669,2.494
1.3385,3.842
1.21442,3.413
1.21757,3.301
1.21617,3.351
1.21316,3.242
1.29762,3.967
1.24623,2.828
1.23224,3.001
1.20714,3.158
1.16116,3.084
1.20036,3.291
1.30752,3.343
1.26133,3.286
1.26244,3.71
1.01578,2.577
1.03878,2.654
1.04849,2.723
1.03549,2.687
1.23672,3.441
1.052,1.296
1.04006,1.316
1.02755,1.343
1.03224,2.79
1.08158,2.883
1.12867,2.472
0.921256,0.903
0.913264,0.917
0.915756,0.909
0.921704,0.863
1.16719,2.376
0.889421,0.812
1.17015,2.515
1.16946,2.891
0.911333,2.016
0.781609,1.64
1.13195,3.189
1.19266,3.469
0.795097,1.345
1.2265,3.252
1.27293,3.508
1.01146,1.84
1.04058,1.834
1.3211,3.277
1.40945,3.648
1.38044,3.454
1.35932,3.497
1.36987,3.75
1.35358,3.803
1.32359,3.906
1.10753,2.263
1.11955,2.35
1.12945,2.324
1.32418,3.765
1.31318,3.702
1.28538,3.502
0.913753,0.747
0.909443,0.779
0.915185,0.854
0.919044,0.994
1.30221,3.149
1.25047,2.995
1.04986,1.737
1.01265,1.765
1.21934,2.989
1.19158,2.836
1.14874,2.613
1.21911,2.835
1.02605,1.623
1.22398,3.015
1.18271,2.994
1.16723,2.934
1.13644,2.833
1.15285,2.738
1.08225,2.526
1.26732,2.677
1.2702,2.634
1.1186,2.681
1.12251,2.586
1.13972,2.448
1.11523,3.434
1.14719,3.737
1.12246,3.563
1.02662,2.384
1.10532,3.431
0.804879,1.419
0.802343,1.359
1.13563,1.795
1.09921,1.763
1.33476,4.154
1.26821,3.628
1.34557,3.941
1.15269,2.438
1.31775,3.686
1.23351,3.423
1.08576,2.334
1.08128,2.489
1.06326,1.637
1.25867,3.122
1.21288,3.025
1.21648,3.169
1.10996,2.121
1.04231,1.922
1.03697,2.006
1.01561,1.874
1.02081,1.87
1.06719,3.189
1.05403,3.075
1.06695,3.245
1.13051,3.429
1.07618,3.062
1.28229,3.742
1.3829,3.791
1.00971,2.357
1.06389,3.228
1.0629,3.267
1.08319,3.1
1.3435,3.982
1.07672,1.963
1.07477,2.598
1.35174,3.853
0.791227,1.315
1.38325,3.943
1.06008,2.448
1.11612,2.08
0.973026,2.069
0.957219,1.919
0.825571,1.355
1.48924,3.541
1.47965,3.425
0.796056,1.439
1.36753,3.573
0.813005,1.581
0.794267,1.504
1.09813,2.913
1.39622,3.515
1.42096,3.5
1.15062,2.648
1.09439,3.025
1.11191,2.943
1.20432,3.055
0.959392,1.759
0.834694,1.546
0.932158,1.215
0.914276,1.201
0.823865,1.572
0.921863,1.323
0.836359,1.63
0.803009,1.57
0.823269,1.606
0.805887,1.588
0.997225,2.606
1.17524,3.328
1.16854,3.498
1.00515,2.671
0.855638,0.935
0.837397,0.859
0.88913,1.346
1.28397,3.125
1.3339,3.066
1.35055,3.03
1.32323,2.907
1.29735,2.927
1.33583,3.103
0.906391,2.223
0.877825,2.19
0.888299,2.384
0.911984,2.302
0.993133,1.715
0.934312,2.486
0.885068,2.163
0.896779,2.387
0.886715,2.307
1.06701,1.665
0.90268,1.182
0.942303,2.676
1.43137,2.58
1.12293,2.75
1.08843,2.54
1.05631,2.385
1.10583,2.628
1.26748,3.519
1.2359,3.333
1.3216,3.072
1.35557,3.229
1.35633,3.037
1.3328,3.718
0.995799,1.46
1.41814,4.024
1.40443,3.901
1.4193,4.012
1.1258,2.473
1.09875,2.162
1.14605,2.423
1.46432,3.615
1.50487,3.675
1.48803,3.538
1.21662,2.822
1.23733,2.823
1.44628,4.232
1.48383,4.093
1.48034,3.799
1.49988,3.655
1.49355,3.371
1.42407,3.514
1.49128,3.528
1.01859,2.619
1.24277,3.152
1.48577,3.829
1.45598,4.136
1.46453,4.217
1.46599,4.335
1.11858,2.3
0.990888,1.797
1.00979,1.96
1.11182,3.413
1.12004,3.325
1.12935,3.265
1.12097,3.404
1.18013,3.647
1.01648,1.893
1.00703,1.802
0.981466,1.645
0.817642,1.746
0.814129,1.945
0.820939,1.973
0.828129,2.184
0.868686,2.366
1.34204,4.083
1.41104,4.132
0.963433,1.395
0.902195,2.904
0.918021,2.923
0.901655,2.707
1.43234,4.15
0.870258,2.447
0.961508,1.074
1.32254,3.662
0.942696,1.207
0.94887,1.242
1.00354,2.17
0.864936,2.088
0.839203,2.081
1.01187,2.295
1.05355,2.402
0.844208,1.905
0.789181,1.848
0.840367,2.233
0.837684,2.338
1.08207,2.758
1.09324,2.715
0.85351,2.404
0.836218,2.377
0.842312,2.459
0.813043,2.309
1.13087,2.126
1.40766,4.513
1.41484,4.578
0.868468,2.808
0.859522,2.722
0.83114,2.481
1.05067,1.664
0.994623,1.425
0.999438,1.475
1.34807,4.166
1.36994,3.957
1.34203,4.287
1.3155,4.163
0.855719,2.468
0.861659,2.599
1.0274,1.748
1.01992,1.819
0.9067,2.805
0.949693,1.307
0.949851,1.331
1.35476,4.159
1.07904,1.794
0.870086,2.474
1.00388,1.196
0.884867,2.427
1.04588,1.402
0.88758,2.326
1.07824,1.725
1.06007,1.383
1.28749,4.029
1.09898,1.952
1.08612,1.719
1.28056,3.631
1.08632,1.832
1.03064,1.864
1.05618,2.007
1.29594,3.453
1.35403,3.581
1.25607,3.436
1.26154,3.397
1.28642,3.58
1.29998,3.58
1.2374,3.193
1.26232,3.337
1.26377,2.799
1.2805,3.498
1.24881,3.162
1.2163,3.128
1.54104,3.75
1.47484,3.867
1.46805,3.904
1.27208,3.257
1.37453,3.745
1.43683,3.717
1.29242,3.583
1.25278,3.504
1.24697,3.3
1.26008,3.282
1.2569,3.23
0.972984,1.466
0.986389,1.621
1.0699,2.175
1.20322,3.168
1.08592,2.197
1.1363,2.213
1.05967,1.815
1.15185,2.554
1.17012,2.622
1.15657,2.397
1.13625,2.334
1.16596,2.379
1.31375,3.556
1.36296,3.528
1.33855,3.427
1.32953,3.504
1.10209,2.01
1.1016,2.159
1.06742,1.885
1.02438,2.978
1.0073,2.775
1.04526,2.828
1.05719,2.662
1.09911,2.602
1.00639,1.796
1.01559,2.011
1.08911,1.873
1.12718,3.093
1.07555,2.999
1.12778,2.916
1.12163,3.046
1.09797,1.741
1.24178,3.279
1.29314,3.581
1.14482,2.247
1.18858,2.401
1.10305,1.912
1.11459,1.88
1.09004,1.845
1.1061,1.808
1.1384,2.204
1.1152,2.356
1.08487,2.033
1.08795,2.086
1.23824,3.569
1.47806,2.476
1.1109,2.015
1.06537,1.882
1.43342,2.935
1.06642,2.284
1.082,2.423
1.10683,2.498
1.08434,2.517
1.15672,2.628
1.49106,2.213
1.51518,2.189
1.44515,2.378
1.45994,2.264
1.43368,2.496
1.42967,2.57
1.01708,2.824
1.00984,2.725
1.02584,3.004
0.994688,2.881
1.0282,2.865
1.28481,3.792
1.50049,2.4
1.21716,3.758
1.16187,3.702
1.46994,2.616
1.46155,2.59
1.14192,3.563
1.36567,2.803
1.37058,2.785
0.962163,2.186
0.958943,2.172
0.962001,2.168
0.946936,2.11
0.944102,2.27
0.916957,1.966
0.931758,2.106
0.930001,2.249
0.922954,2.194
1.1992,3.349
0.996082,2.416
0.970338,2.243
1.35659,3.62
1.40661,3.74
0.924764,1.99
1.05018,2.367
0.958943,2.202
0.949705,2.26
0.979205,2.367
1.01128,2.521
0.935739,2.049
0.972133,2.536
0.973173,2.421
0.957056,2.258
0.989401,2.369
1.26412,3.222
0.979557,2.375
1.25935,3.259
1.30973,2.824
1.28506,2.921
1.30658,3.035
1.26137,3.185
0.952987,2.209
0.81541,1.225
0.797216,1.373
0.803159,1.422
0.814271,1.347
0.821101,1.298
1.0396,2.204
0.807052,1.434
1.00848,2.16
1.00418,2.822
0.998287,2.893
0.976292,2.255
0.988341,2.162
1.32595,3.313
1.32187,3.442
1.28227,3.233
1.30394,3.235
1.32205,3.244
1.28681,3.227
0.95222,2.203
0.948316,2.812
0.981351,2.891
0.997434,3.052
1.36687,3.626
1.06134,3.776
1.35795,3.608
1.36439,3.517
1.38657,3.617
1.02718,3.12
1.02243,2.849
0.998086,2.718
0.882392,1.794
0.872016,1.716
1.0246,2.971
0.888048,1.819
1.1564,3.031
1.19981,3.19
1.1479,3.297
0.805468,2.24
0.7968,2.155
0.993742,3.095
0.995343,3.131
1.05494,3.129
0.996633,2.992
0.953497,2.998
0.874522,2.015
0.869236,1.934
0.868103,2.042
0.780145,2.195
0.822629,1.734
0.841383,1.741
0.842729,1.546
1.04247,3.217
0.82843,1.824
0.790148,2.18
0.811441,2.221
1.09434,2.936
0.790166,2.263
1.06386,3.011
0.93093,2.958
0.949127,2.876
0.938184,2.69
0.977694,2.932
0.950249,2.604
0.948378,2.454
0.970926,2.639
1.32666,3.585
1.436,3.711
1.35951,3.526
1.39426,3.574
0.763551,1.93
0.749562,1.83
1.40475,3.538
1.37148,3.586
1.39869,3.643
1.40933,3.725
1.39875,3.487
1.40926,3.603
1.38544,3.824
1.43276,4.04
1.42491,3.937
1.40441,3.474
1.40701,3.603
1.3364,3.216
1.3451,2.863
1.46464,3.372
1.4492,3.182
1.47802,2.877
1.26158,2.822
1.30093,2.828
0.892936,1.394
1.28351,2.862
1.44558,2.485
1.47742,2.542
0.878362,1.405
0.873319,1.338
1.2335,3.011
1.23369,3.088
1.24917,3.2
1.4043,2.993
1.38742,3.112
1.37857,3.297
1.38909,3.21
1.40817,3.042
1.36249,3.422
1.3606,3.184
1.40645,3.163
1.33636,3.329
1.28185,3.307
0.936315,1.461
0.931829,1.35
0.973075,1.729
0.947666,1.454
1.35371,3.959
0.933657,1.408
1.38606,3.487
0.917994,1.182
0.912574,1.032
0.903211,1.031
0.90437,1.114
0.901244,1.396
1.21794,3.361
1.19482,3.424
1.22356,3.445
1.21495,3.502
1.29595,3.278
1.26839,3.187
1.16454,3.423
0.990167,2.127
1.20534,3.338
1.0031,1.969
1.09972,2.939
1.09136,2.993
1.09407,3.078
0.887272,1.117
0.922597,1.364
0.909526,1.337
1.01246,2.028
1.02084,2.114
0.993724,1.738
1.28203,3.967
1.24689,3.686
0.8227,1.525
1.20547,3.463
1.17513,3.388
1.16215,3.473
1.01145,1.988
0.836124,1.521
0.809346,1.449
0.808278,0.981
0.804694,0.893
0.807865,0.822
1.03579,2.545
1.04132,2.661
0.980911,2.442
1.15259,2.788
1.01353,2.31
1.02231,2.585
1.00796,2.813
1.05979,3.075
1.14679,3.052
1.16453,3.109
1.0285,2.99
0.985192,2.991
1.05852,3.246
1.0545,3.25
1.08767,3.164
1.38809,3.123
1.08477,2.973
1.03829,2.806
1.34584,3.64
1.08991,2.977
1.13302,2.967
1.13509,3.274
1.41315,3.521
1.28675,3.814
1.12437,3.17
1.2954,3.086
1.25189,3.168
1.23253,3.058
1.23916,2.802
1.03211,2.24
1.47983,3.158
1.51988,2.913
1.52414,2.753
1.06807,2.21
1.56203,2.767
1.54034,2.594
1.48832,2.623
1.52798,2.406
1.03657,3.281
0.99577,3.203
1.01073,3.329
1.03641,3.389
1.12543,3.124
1.06062,3.57
1.00708,3.334
1.1004,3.141
1.15179,3.355
1.09573,3.144
1.09352,3.016
1.14386,3.157
1.37133,3.896
1.41441,3.949
1.41818,3.734
1.36243,3.61
1.52007,3.312
1.45715,3.244
1.35353,3.758
1.01279,2.932
1.02841,3.042
1.0285,3.169
1.28783,3.431
1.257,3.476
1.25523,3.582
1.23572,3.643
1.05755,3.306
1.00728,3.107
0.931541,1.689
1.0272,1.828
1.01111,1.623
1.20102,3.074
0.967091,1.911
1.05915,2.353
1.05218,2.376
1.08965,2.702
1.01393,2.361
1.00483,2.183
1.22764,3.6
1.07514,3.18
1.23224,3.441
1.33573,2.862
1.45328,2.623
1.47948,2.616
1.51867,2.628
1.48788,2.526
0.963223,2.618
1.03714,2.99
1.07572,3.17
1.04624,2.99
1.05607,3.021
1.05171,3.145
1.09364,3.172
1.07243,3.087
1.03999,3.011
1.07883,3.153
1.31611,3.565
1.10361,3.399
0.949878,1.607
1.06078,3.205
1.09771,3.471
1.10727,3.281
1.33202,3.715
0.913422,1.655
0.904139,1.577
0.881778,1.497
1.19884,3.483
1.22012,3.484
1.21625,3.46
1.17169,3.336
0.912777,1.504
0.90415,1.222
0.915589,1.283
0.913376,1.415
0.979397,1.631
0.969454,1.645
1.00174,1.595
1.00615,1.596
1.01895,3.272
1.02233,3.17
1.021,2.841
0.92652,1.555
0.949619,1.835
0.922392,1.69
0.932397,1.722
0.920133,1.663
0.92304,1.448
0.929368,1.452
0.923033,2.072
0.965169,2.142
1.0364,2.293
1.01459,2.219
0.966988,2.269
0.969607,2.319
1.00426,2.284
1.01214,1.971
1.02066,2.216
1.04315,2.16
1.04532,3.18
1.01582,3.078
1.1801,2.344
1.17763,2.443
0.983113,3.168
1.29539,3.032
1.26279,3.161
1.28017,2.969
1.25792,2.934
1.3734,3.515
1.38679,3.45
1.40842,3.5
1.42326,3.438
1.40399,3.17
1.2531,3.748
1.34601,3.332
1.37447,3.312
1.39059,3.134
1.50111,2.658
1.46698,2.754
1.21388,3.543
1.51376,3.04
1.55795,3.223
1.23224,3.527
1.22278,3.62
1.2229,3.554
1.21513,3.449
1.19415,2.979
1.21691,3.234
1.42527,2.569
1.4797,2.561
1.50466,2.527
1.48215,2.656
1.07176,3.456
1.0695,3.441
1.52532,2.66
1.18581,3.579
1.205,3.495
1.15055,3.332
1.16638,3.46
0.924101,2.88
1.17418,3.27
1.13911,3.073
1.15474,3.338
0.798547,1.541
0.800377,1.634
0.805789,1.68
0.79521,1.716
0.865522,2.415
0.887156,2.559
1.00954,2.387
0.987659,2.498
0.996303,2.485
1.40119,2.995
0.893092,2.061
0.863735,2.039
0.880963,2.239
1.29856,3.401
0.844247,2.198
0.820487,1.716
0.824616,2.185
0.810601,1.566
1.4834,2.901
1.44467,3.193
0.894477,2.466
1.38203,3.614
1.38022,3.452
1.3803,3.516
1.42277,3.622
0.8864,2.566
0.900061,2.563
1.34759,4.085
1.35452,4.203
1.32415,4.053
1.37834,3.445
0.801362,1.283
0.815196,1.322
0.810545,1.353
0.819808,1.367
0.894234,2.592
0.881334,2.263
0.899107,2.421
1.29722,4.041
0.924336,2.389
1.18324,3.699
1.19029,3.722
0.79923,0.783
1.05244,1.72
1.06403,1.619
0.784665,0.65
0.789643,0.6
1.05391,1.353
1.07133,1.405
0.803319,0.752
1.38607,4.435
0.812613,0.659
0.806669,0.556
0.79007,0.528
1.26217,3.634
1.20387,3.39
1.22383,3.451
0.960163,1.931
0.939002,1.964
0.979057,2.033
0.960441,1.995
0.977427,1.055
0.962017,2.02
0.976488,1.954
0.992838,1.996
0.869823,2.262
0.877527,2.228
0.924402,0.547
0.917463,0.528
0.890523,2.627
0.884392,2.418
0.881647,2.428
1.02267,1.894
1.24406,3.42
1.19683,2.979
1.24125,3.369
1.29415,3.332
1.28592,3.391
1.26364,3.372
0.845329,2.065
0.829554,2.19
0.831796,2.161
0.83916,2.18
0.839583,2.2
0.857223,0.498
0.832743,0.517
0.841272,0.531
0.877976,2.537
0.859596,2.535
0.837478,0.541
0.842825,0.523
0.825167,0.52
0.824435,2.039
0.828419,2.055
0.884658,2.192
0.867667,2.235
0.845285,2.087
0.887549,2.384
0.845163,2.457
0.900093,2.438
1.28739,3.587
1.02303,3.096
0.99151,3.051
0.877734,2.286
0.874326,2.384
1.21309,3.059
1.2046,3.275
1.19736,3.327
1.22041,3.303
0.797385,1.445
0.804553,1.373
0.845644,2.051
0.819577,1.478
0.814442,1.423
0.867532,0.525
0.799171,1.482
0.801652,1.533
0.812143,1.499
0.800798,1.666
0.800798,1.642
1.11063,3.586
0.850129,2.415
0.890961,2.412
1.27025,3.326
0.851239,0.534
0.839326,0.516
0.868885,0.555
0.869046,0.577
1.17923,3.487
1.18207,3.531
1.25688,3.991
0.854533,0.583
0.858775,0.576
0.852035,0.541
1.17256,3.248
0.863298,0.582
1.14985,3.04
1.12912,2.747
1.11941,3.533
1.29406,2.903
1.31971,4.119
1.32637,2.851
1.30231,2.883
0.820092,1.243
0.815031,1.251
1.28737,2.973
0.82971,1.267
0.819359,1.285
0.805218,1.284
0.806354,1.323
0.816348,1.208
1.21691,3.19
1.02593,2.613
1.01134,2.59
1.16467,3.484
1.25244,3.413
1.28866,2.99
1.01754,2.789
1.03413,2.736
1.05,2.908
1.16787,3.462
1.1735,3.509
1.26482,3.364
1.45048,3.408
1.52126,3.398
1.1051,3.441
1.03166,3.45
1.06054,3.427
1.47671,2.944
1.0541,3.382
0.999299,3.146
1.14382,3.37
1.01984,3.309
1.03071,3.387
1.05931,3.419
1.07956,3.474
0.883144,1.509
1.20302,3.225
1.15328,3.156
1.08661,3.456
1.03978,3.404
0.852243,1.538
0.849077,1.576
0.860071,1.545
1.19173,3.031
1.20121,3.078
1.15952,3.41
1.31734,3.508
1.2464,3.056
0.823095,1.619
1.12919,2.972
1.34142,3.541
1.1196,2.874
1.13402,2.859
1.14892,2.781
1.21333,2.601
1.18084,2.451
1.23997,2.679
1.20748,2.568
1.16868,2.537
1.11034,2.391
1.12457,2.401
1.13234,2.4
0.856024,2.316
1.19842,3.237
1.17917,3.476
1.18547,3.549
1.20009,3.452
0.88426,2.183
1.08696,2.157
1.06307,2.233
1.12512,3.471
0.780531,1.709
1.08787,3.247
0.804316,1.599
0.805551,1.356
1.18575,3.336
1.10084,2.745
1.13367,2.841
0.798087,1.377
1.17112,3.324
1.08589,3.35
1.09299,3.471
0.852095,1.426
0.843455,1.289
1.11366,3.128
1.14562,3.183
1.10488,3.487
1.12259,3.113
1.13337,3.162
1.11688,3.459
1.12495,3.43
1.03995,3.102
0.761267,1.109
0.757643,1.846
0.773321,1.769
0.808162,1.156
0.809201,2.084
0.769134,1.323
0.742826,1.099
0.828643,1.988
0.826348,2.402
0.855928,2.006
0.842222,2.362
1.27238,3.13
0.868367,2.082
1.08483,3.119
1.09842,2.796
1.13085,2.792
1.26929,3.166
1.26859,3.212
0.813756,2.053
0.83515,2.186
0.815062,2.01
0.825841,2.063
0.834297,2.17
0.862967,2.328
0.850677,2.384
0.851386,2.262
1.35027,3.253
1.3377,3.447
1.39317,3.468
0.799871,1.389
0.826658,1.58
0.833122,1.765
1.18704,2.897
1.20544,3.021
0.839346,1.805
1.17636,2.647
1.20282,2.755
1.31546,2.811
1.38017,2.647
1.16125,2.315
0.97214,1.429
0.992204,1.385
1.1434,2.672
1.14976,2.593
0.975222,0.958
0.937719,0.924
0.963093,1.086
1.39331,2.919
1.06127,2.172
0.954918,1.309
0.961372,1.395
0.96774,1.409
1.45466,2.776
1.50429,2.716
1.50994,2.77
1.43664,2.924
1.35514,3.578
1.40148,3.108
0.999087,1.5
1.06019,2.149
0.98977,1.498
1.02375,2.244
0.94484,1.376
0.956898,1.405
1.07589,2.272
0.994125,2.042
0.933808,1.332
1.34878,3.447
0.910359,1.142
