bin_center,f,f_lower,f_upper
61.05,0.5439106356506134,0.4424128278731364,0.7560342669489615
61.650000000000006,0.21913503955551006,0.15009621250347505,0.4277188695761915
62.25,0.03371794406203632,-0.022706886823962057,0.17266260588226456
62.849999999999994,0.0,0.0,0.0
63.45,0.02186437416647191,-0.0265215687417849,0.15038713183986793
64.05,-0.0033957316091393075,-0.06057592345379216,0.13144108655866668
64.65,0.09792434930713112,0.030660533799081444,0.2588812803051423
65.25,0.18241034367670972,0.11747743686367026,0.36231986284577733
65.85,0.3836435445321027,0.31453931448507777,0.569783762605158
66.45,0.5836476907189652,0.5005240631142185,0.8237273351760298
67.05,0.7276099663292395,0.6461673154745389,0.9852267546944373
67.65,0.9669678912427586,0.8553210556618078,1.2215525053671317
68.25,1.2497385332188675,1.1368062071764589,1.5101243206386503
68.85,1.3161371134206412,1.1813543760566518,1.6278299133851122
69.45,1.1451414132876745,1.0110723916882223,1.4403267805219948
70.05,1.1020818284966696,0.9661751986572638,1.3806294624405049
70.65,1.1285947662743743,0.9938391796905798,1.4144873191084715
71.25,1.1226787315846742,0.9718373563473242,1.4224283262178874
71.85,1.027394576892557,0.8825418540419676,1.3135150413317318
72.45,0.9826538097911395,0.8390547577940572,1.290801767174575
