time,n_oxygens_36,n_hydrogens_36,n_oxygens_35,n_hydrogens_35,n_oxygens_34,n_hydrogens_34,n_oxygens_33,n_hydrogens_33,n_oxygens_32,n_hydrogens_32,n_oxygens_31,n_hydrogens_31,n_oxygens_30,n_hydrogens_30,n_oxygens_29,n_hydrogens_29,n_oxygens_28,n_hydrogens_28,n_oxygens_27,n_hydrogens_27,n_oxygens_26,n_hydrogens_26
2820,4,10,6,11,6,9,8,15,5,13,5,10,7,11,6,18,9,12,6,8,6,17
2830,4,11,9,12,3,12,5,13,12,12,3,13,7,12,4,11,8,13,7,10,5,15
2840,4,15,8,10,7,12,4,6,7,15,5,12,6,9,6,13,6,14,5,8,6,8
2850,6,14,9,10,4,12,4,12,8,12,8,12,4,12,10,17,5,13,5,10,9,17
2860,4,12,5,10,9,15,5,9,6,17,7,10,4,7,8,16,3,10,4,11,8,16
2870,7,10,4,11,4,11,9,15,6,12,4,12,7,10,4,8,6,16,5,9,6,14
2880,6,17,5,6,3,16,7,12,7,14,5,11,3,13,8,11,8,17,4,11,7,15
2890,4,7,8,17,6,8,5,13,8,11,7,12,7,16,4,10,5,10,6,17,9,13
2900,10,16,3,9,7,12,3,11,9,15,6,14,3,10,8,12,5,18,7,9,7,14
2910,5,9,7,12,2,11,8,11,7,16,5,12,7,12,7,10,6,16,8,14,1,6
2920,2,5,7,13,4,9,8,10,5,15,4,6,7,15,5,12,4,12,8,12,6,12
2930,1,5,6,11,7,12,5,13,5,8,7,18,6,7,4,16,5,11,9,17,7,11
2940,2,9,7,8,6,10,5,13,6,12,8,16,5,10,4,10,11,15,3,11,7,13
2950,5,7,5,9,3,9,8,15,6,14,7,13,8,13,6,14,2,13,6,7,6,8
2960,6,10,6,12,5,9,9,15,5,12,4,7,3,8,6,10,4,13,6,11,4,14
2970,3,3,6,13,10,15,5,12,5,14,8,13,8,15,7,16,6,7,7,14,9,14
2980,2,3,5,9,5,12,6,12,7,16,7,12,3,9,7,11,7,15,7,14,6,9
2990,2,6,7,11,5,7,5,11,6,17,8,8,3,16,8,10,6,9,7,16,5,9
3000,3,4,5,12,7,12,5,11,7,13,6,12,8,10,7,19,8,10,6,14,5,16
3010,6,10,7,14,2,7,6,9,5,15,5,9,9,13,5,10,5,14,9,12,6,12
3020,4,6,4,10,6,12,8,15,3,10,6,15,7,12,5,15,8,12,2,10,8,10
3030,6,8,6,7,2,11,7,9,9,16,2,10,9,9,7,16,6,14,5,12,5,15
3040,4,5,4,14,11,14,3,9,7,9,5,17,6,9,8,16,6,8,5,13,4,7
3050,6,6,5,10,7,14,8,15,4,12,7,12,4,8,6,13,7,11,6,11,6,20
3060,8,7,5,11,5,7,6,15,11,13,3,12,5,8,9,17,7,17,9,13,4,8
3070,7,12,2,8,8,11,6,12,7,14,4,11,4,10,7,11,8,16,6,13,7,13
3080,3,6,9,12,4,9,7,12,5,12,7,13,4,12,7,14,5,11,7,9,3,14
3090,3,5,4,9,4,11,9,16,5,14,7,9,4,13,9,12,4,8,9,15,3,13
3100,6,6,4,14,6,9,6,13,6,10,5,10,7,16,7,17,4,9,8,11,7,13
3110,2,5,6,13,6,13,7,8,7,12,5,14,8,19,6,10,3,10,7,12,11,17
3120,3,10,6,10,7,12,4,10,10,17,5,11,5,11,6,8,4,16,5,10,7,14
3130,5,10,5,10,6,14,8,13,5,11,8,14,5,13,9,11,6,14,7,11,4,11
3140,3,6,4,9,6,7,6,14,4,12,7,12,3,11,8,12,8,18,8,11,7,15
3150,5,6,6,11,4,8,11,18,7,16,4,9,3,9,8,14,5,11,8,12,4,14
3160,6,11,5,10,3,8,9,17,5,9,5,14,7,12,6,7,4,13,7,13,7,14
3170,7,11,4,10,5,13,9,11,5,9,5,9,10,18,4,14,3,6,6,12,11,15
3180,7,11,4,12,5,10,8,9,5,12,9,13,5,12,10,16,3,8,1,7,7,12
3190,8,10,5,11,8,10,3,9,7,12,6,14,3,10,9,13,8,15,3,13,7,9
3200,4,10,7,13,6,3,5,15,9,12,3,13,6,13,3,11,9,14,7,10,4,12
3210,4,4,5,13,5,8,7,11,7,16,5,9,7,16,5,9,6,6,7,13,6,14
3220,4,8,3,7,3,12,7,11,7,14,4,8,5,13,8,11,3,9,6,12,6,16
3230,5,10,5,8,5,11,7,13,6,13,7,16,5,11,5,12,5,13,7,8,4,15
3240,6,10,6,12,4,10,9,13,2,5,5,16,6,14,8,8,7,18,7,8,4,15
3250,5,10,6,13,6,11,7,14,5,12,7,14,7,8,6,16,8,13,5,10,7,9
3260,5,10,9,17,8,14,3,10,6,11,8,14,6,12,5,13,8,11,8,15,3,12
3270,5,9,8,10,4,13,9,11,5,11,5,10,4,11,10,20,4,13,5,8,7,15
3280,4,10,8,12,2,10,6,13,7,13,6,13,7,11,4,12,7,17,8,7,5,17
3290,3,11,6,10,6,13,8,13,5,15,7,8,4,9,11,16,5,14,5,9,5,10
3300,4,6,7,15,8,11,6,15,5,9,7,16,8,17,2,6,8,16,7,10,6,14
3310,3,9,8,12,3,9,4,10,8,13,7,14,7,10,5,14,7,15,6,9,6,16
3320,4,9,9,13,3,9,8,12,4,11,6,13,8,13,3,11,8,14,7,10,4,13
3330,3,8,6,12,5,10,7,12,6,9,1,10,9,17,5,12,7,13,8,12,5,10
3340,5,8,9,13,3,9,4,11,6,9,10,19,3,12,7,10,5,16,8,7,4,15
3350,7,8,3,12,8,8,4,16,5,11,5,13,10,14,4,11,5,12,8,16,9,13
3360,3,5,7,13,8,12,5,14,8,14,4,12,9,12,4,11,8,10,3,11,6,12
3370,4,8,7,9,5,15,7,12,5,13,7,10,6,12,6,12,6,15,5,10,6,11
3380,5,9,8,8,5,12,7,12,5,15,5,11,8,18,4,7,5,15,7,12,6,13
3390,4,8,5,11,9,12,3,13,5,8,10,15,2,8,5,8,9,13,5,15,4,10
3400,4,12,8,11,4,12,9,17,6,13,6,11,4,15,5,9,5,10,7,13,7,10
3410,2,5,6,11,7,11,4,11,7,12,5,10,5,12,10,16,6,13,6,10,5,13
3420,3,4,2,9,5,10,10,16,7,13,5,10,6,7,5,13,7,13,7,15,4,12
3430,3,6,4,11,5,12,5,9,5,10,7,16,9,14,3,11,9,11,5,13,5,7
3440,4,7,11,14,3,8,4,15,8,11,3,7,7,18,7,11,5,11,6,13,4,11
3450,4,5,5,12,7,13,6,11,7,14,6,8,6,15,7,12,4,11,5,11,8,17
3460,5,8,4,8,10,15,4,12,7,7,4,12,8,12,5,13,3,8,6,13,4,13
3470,8,6,4,15,7,7,5,16,8,13,6,14,5,7,8,15,6,11,8,14,5,11
3480,1,6,8,12,8,12,4,9,5,14,9,11,3,14,10,15,5,10,7,11,5,12
3490,5,11,6,11,9,12,3,14,7,15,7,15,5,11,8,10,4,12,6,14,6,11
3500,3,6,9,12,3,18,8,9,2,10,9,14,5,14,5,4,6,18,6,8,4,13
3510,2,6,10,13,4,11,5,12,6,11,7,12,4,14,7,7,8,21,6,7,6,13
3520,4,9,8,16,6,8,7,15,7,12,6,9,6,11,6,19,6,9,5,12,8,12
3530,5,7,3,9,6,11,7,10,4,15,9,12,7,16,7,11,8,19,6,12,2,6
3540,5,11,5,7,5,14,5,8,6,13,9,13,4,10,11,19,5,9,6,10,8,18
3550,6,9,3,9,7,13,6,14,6,13,8,11,2,14,5,11,10,17,4,12,6,9
3560,3,9,9,16,7,13,5,11,4,7,9,16,6,9,6,12,5,14,7,13,7,12
3570,6,10,6,15,6,7,4,13,5,9,6,13,5,10,8,13,6,13,9,16,5,13
3580,4,5,4,11,5,8,5,12,8,14,4,9,6,12,10,14,5,13,3,10,9,8
3590,3,8,4,6,6,15,7,12,6,8,2,10,7,9,7,16,4,8,4,10,9,16
3600,2,7,7,10,3,8,9,13,5,12,10,14,2,12,9,6,5,18,6,9,7,9
3610,4,6,6,12,8,13,6,10,5,11,7,12,6,13,9,12,4,12,6,12,7,14
3620,4,8,8,17,5,7,5,8,9,17,7,14,3,9,10,14,7,15,5,9,5,15
3630,4,5,4,12,8,13,5,13,9,10,3,13,5,11,7,13,5,10,5,11,5,10
3640,5,8,9,17,4,10,5,13,8,10,5,13,4,10,6,9,7,9,2,13,11,15
3650,7,9,3,10,7,15,4,11,8,8,3,15,9,10,4,13,8,10,3,10,9,21
3660,3,5,5,12,7,13,5,9,5,10,6,10,8,13,5,17,5,10,6,8,4,15
3670,2,9,4,10,10,14,8,14,3,11,7,8,10,18,5,12,8,10,5,16,6,13
3680,5,10,7,8,7,19,2,9,7,10,7,17,5,14,7,6,7,18,7,13,6,8
3690,5,8,5,13,6,10,7,15,6,13,7,14,7,15,7,13,4,10,5,15,8,11
3700,6,8,5,9,6,12,6,10,6,15,5,13,9,13,8,10,5,13,9,14,5,12
3710,5,10,8,9,3,13,8,12,8,15,3,11,7,8,2,11,8,15,6,14,6,12
3720,6,13,5,8,4,12,6,7,5,11,7,12,8,15,2,11,8,10,8,15,2,10
3730,4,8,5,12,11,10,3,15,7,12,6,13,3,9,6,13,6,11,7,13,7,14
3740,4,5,8,15,5,11,3,8,8,11,2,11,8,7,6,17,6,9,3,9,8,14
3750,5,6,3,13,7,10,7,12,4,11,7,11,5,17,4,12,5,10,12,17,4,9
3760,2,4,5,13,9,11,4,10,7,13,7,12,4,14,9,14,4,10,9,19,6,11
3770,7,11,2,10,4,8,9,13,5,14,8,13,6,14,5,12,1,7,10,16,5,11
3780,8,9,3,11,4,9,8,12,3,13,9,13,4,12,8,12,5,16,6,9,7,15
3790,5,8,4,8,9,12,5,15,2,11,8,10,5,12,7,15,6,12,5,8,8,16
3800,5,10,5,8,7,14,4,11,5,10,8,14,6,14,4,9,14,21,3,12,6,10
3810,5,7,6,13,8,12,5,13,8,13,4,15,10,16,6,12,2,7,10,16,7,13
3820,5,7,5,14,6,8,8,18,3,8,5,9,8,12,5,18,6,10,5,13,7,15
3830,7,10,3,8,6,10,7,11,6,14,6,14,6,8,5,12,6,13,7,9,4,18
3840,6,15,5,5,6,16,7,12,7,14,5,8,6,16,9,7,3,14,8,12,7,15
3850,4,8,6,11,5,12,6,14,7,14,5,9,4,11,10,18,4,8,5,10,8,13
3860,3,8,8,14,4,12,6,11,5,12,6,13,5,16,8,14,4,7,6,12,7,10
3870,7,10,7,16,5,14,8,9,7,10,3,12,9,15,4,10,9,14,7,12,2,10
3880,6,12,7,13,5,10,5,11,10,17,5,11,5,15,7,9,7,17,5,8,5,10
3890,3,10,6,8,6,9,5,11,5,13,9,15,5,10,7,12,7,15,3,8,8,13
3900,7,11,7,14,6,13,7,13,6,9,5,18,8,13,4,12,9,14,4,17,10,12
3910,5,12,6,12,6,15,6,12,9,14,3,16,8,7,2,14,10,12,4,11,7,11
3920,6,13,7,12,6,11,5,12,9,14,5,13,4,11,12,17,4,11,4,11,8,12
3930,4,10,6,12,7,14,4,10,4,7,5,19,9,10,4,17,8,12,3,8,7,16
3940,5,10,6,14,6,11,7,14,10,17,4,13,6,10,5,10,5,9,7,17,7,6
3950,3,7,4,8,4,5,4,11,8,12,5,13,5,7,8,15,2,6,9,13,3,11
3960,2,8,7,11,4,8,5,15,6,12,6,10,4,14,11,9,5,16,4,6,11,20
3970,7,15,6,9,3,8,8,14,4,10,7,13,3,14,10,13,3,12,7,11,9,13
3980,4,6,8,15,4,8,6,15,4,10,7,14,9,14,5,13,5,4,7,18,8,12
3990,3,8,8,13,6,14,4,11,8,13,5,13,4,8,5,12,8,14,6,12,4,10
4000,7,6,2,10,6,11,7,14,7,13,5,12,7,18,7,8,4,15,6,7,3,10
4010,6,10,4,13,5,8,7,16,9,13,6,10,5,11,9,18,6,9,4,12,9,11
4020,5,7,8,12,5,16,8,8,2,10,9,17,4,10,4,10,6,12,7,13,4,9
4030,2,6,6,12,8,11,5,13,7,10,8,16,5,11,5,13,6,11,8,16,6,12
4040,7,14,6,11,5,14,7,12,5,9,9,17,8,14,4,11,6,14,5,14,9,6
4050,4,8,5,12,5,15,8,14,4,6,9,12,6,16,7,13,7,12,1,9,8,9
4060,4,7,6,14,4,9,4,11,6,11,8,15,3,8,9,12,4,12,5,10,6,10
4070,4,13,8,10,7,10,6,14,7,13,5,13,9,12,4,15,8,11,8,11,3,13
4080,5,7,4,10,6,16,6,8,3,14,8,11,6,12,3,8,8,13,4,8,9,15
4090,3,6,5,9,4,11,7,13,4,9,10,19,7,9,3,12,8,14,6,14,6,14
4100,5,6,4,9,5,11,4,7,5,11,4,10,10,17,6,12,5,11,10,11,3,15
4110,7,4,4,15,7,7,6,17,7,9,2,12,11,12,4,13,7,14,5,12,9,11
4120,6,10,4,12,8,10,5,15,11,12,4,13,5,12,6,13,4,7,3,7,7,13
4130,8,11,6,13,3,8,11,14,4,16,8,9,7,15,5,10,8,15,8,10,6,13
4140,7,9,5,13,6,9,3,12,6,10,10,15,4,9,6,16,7,12,8,15,4,15
4150,7,11,4,5,3,12,10,11,6,12,5,10,7,14,7,14,5,12,7,10,7,14
4160,5,8,4,12,7,7,3,10,9,15,3,13,6,9,7,14,4,12,6,11,5,11
4170,3,7,8,15,6,14,7,12,4,10,8,13,7,15,4,8,4,14,9,9,6,16
4180,6,8,7,15,5,10,7,9,6,13,6,15,4,12,8,11,8,14,3,10,7,10
4190,5,11,8,10,4,9,5,10,7,12,5,15,6,12,4,8,9,15,4,10,3,11
4200,7,7,3,14,5,7,6,14,6,11,5,12,10,12,3,17,9,8,5,17,7,9
4210,2,5,5,11,6,12,6,11,3,13,7,12,7,15,9,14,7,14,4,12,7,8
4220,4,7,5,11,5,8,5,10,5,15,10,12,4,12,6,14,6,8,5,14,11,14
4230,4,7,5,13,8,10,3,14,8,12,6,18,7,5,5,16,7,11,3,12,11,13
4240,6,13,4,10,6,10,4,11,8,11,3,14,7,9,7,14,5,10,6,12,6,13
4250,3,10,5,7,7,12,6,15,4,10,7,12,6,14,5,9,6,9,5,14,7,9
4260,2,11,7,9,8,13,4,7,7,20,5,11,8,12,3,11,8,12,4,13,8,8
4270,4,11,7,8,4,9,6,12,5,9,8,13,10,19,5,13,7,10,4,12,4,9
4280,3,5,6,9,5,8,5,17,10,14,3,12,5,11,9,16,5,13,3,6,6,13
4290,5,8,8,16,7,12,4,13,10,13,3,13,6,12,8,14,7,10,4,11,8,14
4300,7,14,4,9,7,10,8,12,2,14,12,16,4,13,4,11,7,14,5,7,2,8
4310,8,12,6,13,4,10,5,12,8,13,4,8,8,13,3,13,9,9,5,12,10,19
4320,7,12,4,6,6,13,7,13,2,11,8,10,6,14,6,10,2,6,8,11,5,15
4330,5,7,3,9,7,17,9,11,5,8,9,16,4,16,5,10,9,11,6,12,2,8
4340,5,5,5,13,5,7,5,11,4,10,8,14,8,10,4,12,4,6,9,19,6,13
4350,6,13,5,6,5,14,5,8,2,9,7,11,10,20,2,10,6,9,5,14,9,13
4360,4,8,8,9,5,17,9,12,4,10,7,11,4,12,9,13,4,13,7,13,8,13
4370,5,10,6,13,5,9,6,11,7,9,3,11,4,11,6,11,4,12,8,13,8,13
4380,5,13,10,13,5,14,7,11,8,13,7,12,4,7,6,10,9,22,5,10,7,11
4390,3,4,5,10,6,12,8,10,5,17,8,7,2,15,10,14,5,13,6,8,6,14
4400,4,7,6,11,7,12,5,15,6,8,6,12,7,15,7,15,7,11,6,11,4,9
4410,6,10,6,10,7,10,4,9,10,18,4,9,4,10,9,16,6,14,4,10,5,8
4420,7,14,3,8,7,9,7,13,9,12,3,17,7,6,6,13,4,9,9,18,9,15
4430,5,15,7,10,5,11,6,10,5,16,7,8,5,16,8,12,5,13,8,14,6,10
4440,4,12,7,16,5,8,5,11,5,10,8,12,3,8,6,13,9,17,6,7,5,13
4450,4,11,5,11,8,10,5,13,5,10,8,13,3,13,12,13,2,13,8,9,3,12
4460,6,11,7,6,5,13,6,15,8,12,4,12,5,12,8,16,8,12,7,11,2,13
4470,4,9,7,15,6,10,3,9,6,12,8,11,5,13,5,11,7,13,4,8,7,12
4480,5,12,7,10,6,11,6,13,5,13,7,12,6,13,6,13,6,13,3,12,9,9
4490,6,8,3,11,9,10,7,17,6,14,11,12,3,17,9,10,6,17,6,7,2,8
4500,4,5,6,8,5,15,6,13,5,12,6,14,8,11,6,14,4,6,5,16,9,16
4510,5,11,7,9,5,14,7,11,5,12,4,13,9,12,7,10,4,12,9,11,4,14
4520,4,6,5,14,6,11,7,8,5,12,7,16,6,10,4,11,4,8,4,10,9,11
4530,5,6,8,16,4,9,5,7,5,11,7,12,7,14,2,11,8,16,4,8,7,8
4540,5,7,5,14,10,12,5,11,5,14,8,10,5,13,5,12,6,14,6,12,5,12
4550,5,8,4,9,6,16,9,13,2,5,8,15,6,11,6,13,8,11,7,16,4,12
4560,6,9,7,14,5,14,6,6,6,18,5,9,4,10,7,9,4,14,11,12,2,12
4570,9,13,4,10,6,12,6,12,5,6,7,20,7,10,4,11,8,10,4,12,5,12
4580,4,10,6,12,5,9,4,12,8,8,5,15,8,12,6,13,7,11,5,13,9,14
4590,3,4,3,9,8,13,6,18,7,10,6,16,7,14,9,10,4,11,6,8,5,13
4600,6,12,6,8,4,12,7,12,3,15,8,9,4,15,7,10,7,14,3,11,6,12
4610,6,9,5,11,6,12,9,15,3,11,7,12,5,13,6,9,8,16,8,11,5,14
4620,8,9,6,9,4,14,6,13,5,12,9,10,6,17,3,7,7,13,6,13,4,7
4630,8,10,4,11,3,9,11,13,3,10,5,8,7,14,6,14,6,10,5,12,8,16
4640,6,9,6,12,7,13,5,12,6,11,5,9,7,16,6,8,6,13,8,15,5,14
4650,2,4,8,13,6,17,5,9,8,14,5,9,7,12,9,14,3,12,5,12,6,9
4660,5,7,8,14,6,12,5,12,9,17,6,12,7,16,9,11,5,9,6,9,4,14
4670,3,9,8,15,5,11,8,11,6,12,9,15,8,14,4,9,4,12,9,13,6,15
4680,6,8,4,12,7,7,4,15,7,14,7,11,3,13,9,12,4,13,7,13,7,16
4690,3,9,8,10,5,12,3,12,6,12,7,15,7,13,5,12,8,10,9,15,4,11
4700,8,14,3,8,6,12,8,17,7,13,5,10,7,14,6,15,5,6,4,12,8,13
4710,4,8,5,11,8,10,1,10,11,19,5,9,6,11,7,16,6,13,4,5,7,14
4720,5,3,6,15,6,11,5,14,8,11,5,15,5,8,4,16,9,8,1,11,9,13
4730,4,9,7,12,9,15,5,14,7,12,6,14,5,10,8,14,3,11,10,13,5,13
4740,5,9,6,9,5,13,8,14,5,14,7,10,4,14,5,9,9,13,3,11,8,9
4750,3,7,9,14,6,13,4,9,7,11,7,14,6,10,7,12,3,8,8,14,6,14
4760,9,16,3,8,5,10,8,12,4,9,5,12,5,14,5,8,9,15,4,11,8,15
4770,4,4,5,15,5,9,6,14,9,15,5,11,5,9,8,12,6,12,4,9,6,12
4780,8,12,3,9,8,15,4,11,4,8,7,13,8,14,6,14,5,8,5,11,6,12
4790,4,9,7,15,6,8,6,13,4,9,8,18,5,10,6,9,5,9,6,13,7,13
4800,5,14,8,14,7,14,6,12,5,11,7,12,7,11,5,13,7,10,8,15,6,12
4810,3,10,7,13,6,13,5,10,7,12,4,12,6,13,6,10,6,12,7,15,6,13
4820,3,8,6,15,4,9,4,10,5,14,10,13,5,10,5,12,6,14,6,15,7,11
4830,4,10,5,11,5,11,5,4,5,15,9,12,7,16,2,10,8,14,5,12,7,8
4840,9,16,3,9,5,9,10,16,4,10,7,14,7,16,7,12,6,13,11,12,3,15
4850,6,12,6,13,8,13,6,11,5,11,6,14,6,16,9,12,6,14,7,8,5,13
4860,6,11,5,10,7,15,6,11,4,16,7,9,7,16,4,11,9,16,8,14,6,11
4870,6,14,5,12,6,8,6,9,7,15,4,9,5,8,6,14,5,8,5,12,7,16
4880,7,12,6,13,4,9,8,12,6,11,6,11,5,12,6,10,7,19,8,11,6,15
4890,8,14,7,6,4,11,7,13,4,15,12,12,5,18,6,8,8,13,5,15,7,12
4900,8,10,6,15,4,11,7,11,6,10,6,16,8,12,4,9,9,17,3,13,8,16
4910,7,9,3,10,7,8,6,19,6,10,3,8,9,17,7,16,3,5,8,12,4,12
4920,4,9,7,9,6,15,7,13,7,11,6,16,5,10,4,9,5,15,9,10,8,15
4930,6,12,5,9,5,10,7,15,8,10,5,16,6,10,5,11,5,14,7,11,7,12
4940,4,11,7,11,5,11,4,11,5,6,5,17,7,14,3,10,9,10,5,15,5,14
4950,5,11,6,9,5,11,6,11,5,12,4,8,5,17,10,15,4,11,7,11,6,12
4960,7,10,7,17,7,10,2,11,9,14,8,12,6,16,7,15,6,10,6,13,5,14
4970,5,14,6,9,7,9,5,15,3,8,8,13,5,16,7,11,6,15,9,11,2,8
4980,5,10,6,13,11,15,4,13,6,15,5,9,4,11,9,12,5,10,6,18,6,11
4990,3,8,6,14,6,12,5,14,5,8,7,17,9,15,2,9,6,9,9,15,4,15
5000,6,9,3,10,9,11,3,12,7,6,3,14,10,12,6,14,8,14,4,7,7,15
