coulomb,lj
-13370.51171875,-1556.7392578125
-12879.705078125,-1321.709716796875
-12846.943359375,-1373.7659912109375
-12873.580078125,-1339.9306640625
-13116.84765625,-1288.312255859375
-12858.875,-1322.996337890625
-13032.0,-1371.1724853515625
-13025.63671875,-1321.096435546875
-13225.421875,-1452.13916015625
-12926.5546875,-1382.31640625
-12951.224609375,-1405.9013671875
-12976.81640625,-1348.195556640625
-12807.4140625,-1462.681396484375
-12679.15625,-1354.2138671875
-12860.677734375,-1388.012939453125
-12850.6484375,-1351.7108154296875
-13305.654296875,-1297.390625
-12854.56640625,-1549.98388671875
-12960.68359375,-1388.9764404296875
-12899.09765625,-1375.9931640625
-12942.345703125,-1327.8331298828125
-12896.779296875,-1410.352294921875
-12428.79296875,-1492.7313232421875
-12990.33984375,-1475.565673828125
-12755.5,-1324.3046875
-13118.73046875,-1326.5787353515625
-12689.171875,-1345.6102294921875
-12682.85546875,-1374.7301025390625
-12667.416015625,-1298.970947265625
-12334.294921875,-1494.591552734375
-12597.537109375,-1381.517822265625
-12200.818359375,-1527.020263671875
-12248.5625,-1371.12841796875
-12636.224609375,-1481.654541015625
-12196.01171875,-1547.8544921875
-13001.65625,-1346.813720703125
-12992.02734375,-1407.3934326171875
-12488.046875,-1345.3033447265625
-12159.017578125,-1401.93017578125
-12739.673828125,-1344.7275390625
-13318.697265625,-1311.059814453125
-12998.7421875,-1409.778076171875
-13005.5078125,-1301.9560546875
-13300.41015625,-1313.89990234375
-13579.931640625,-1282.8221435546875
-13549.28515625,-1198.4119873046875
-12855.939453125,-1364.3564453125
-13052.232421875,-1453.01025390625
-13227.0546875,-1440.2230224609375
-12696.341796875,-1284.907958984375
-13212.3984375,-1389.585693359375
-13113.06640625,-1281.89306640625
-13256.369140625,-1300.737548828125
-13244.6328125,-1331.0855712890625
-12799.1171875,-1462.513671875
-12775.794921875,-1338.03515625
-13013.24609375,-1275.620849609375
-12894.47265625,-1222.120849609375
-12750.126953125,-1427.767822265625
-12868.322265625,-1308.4508056640625
-12729.6484375,-1241.923828125
-12631.978515625,-1362.38671875
-12258.59375,-1405.0325927734375
-12655.55859375,-1315.15625
-12661.66015625,-1344.419189453125
-12855.3984375,-1508.085693359375
-12920.181640625,-1277.2340087890625
-12778.87109375,-1450.314453125
-13072.603515625,-1389.1162109375
-13381.162109375,-1336.262939453125
-12875.1484375,-1438.343994140625
-12645.59375,-1402.1376953125
-13015.470703125,-1398.0867919921875
-12800.748046875,-1355.257568359375
-13134.90234375,-1359.46044921875
-12929.9921875,-1311.5452880859375
-12490.228515625,-1361.6976318359375
-12964.01953125,-1313.8209228515625
-12792.05078125,-1262.2308349609375
-12467.912109375,-1412.6666259765625
-12813.337890625,-1342.9927978515625
-13156.716796875,-1273.5689697265625
-12499.1953125,-1399.900146484375
-13097.470703125,-1204.491943359375
-13032.669921875,-1311.034912109375
-12772.46875,-1309.3017578125
-12573.890625,-1207.6741943359375
-12603.931640625,-1256.784423828125
-12530.515625,-1362.76171875
-12575.03125,-1355.812744140625
-12617.076171875,-1343.7408447265625
-12807.3203125,-1167.6558837890625
-12860.62109375,-1315.7197265625
-12651.85546875,-1323.171630859375
-12862.955078125,-1263.8922119140625
-12915.1015625,-1136.436279296875
-12767.49609375,-1245.52685546875
-12555.25390625,-1316.55322265625
-12477.125,-1329.482177734375
-12783.564453125,-1417.2078857421875
-13036.830078125,-1197.8031005859375
-13056.546875,-1221.7296142578125
-12484.880859375,-1289.996337890625
-13159.966796875,-1352.8909912109375
-13168.73828125,-1251.870361328125
-12741.177734375,-1180.37646484375
-12924.4296875,-1140.48486328125
-12820.88671875,-1293.5068359375
-12744.15625,-1172.944091796875
-12381.560546875,-1491.1685791015625
-12253.21484375,-1332.279052734375
-12789.03125,-1210.043701171875
-13072.146484375,-1491.1240234375
-13094.833984375,-1416.88623046875
-13106.328125,-1327.3203125
-13050.19921875,-1351.6689453125
-12768.607421875,-1338.8486328125
-13517.455078125,-1336.1114501953125
-12804.2421875,-1467.001953125
-13017.96875,-1397.48779296875
-12825.06640625,-1315.985107421875
-12819.13671875,-1349.65771484375
-12827.75390625,-1428.8189697265625
-12760.49609375,-1404.6199951171875
-13211.765625,-1205.9302978515625
-13074.75390625,-1405.72607421875
-13200.15234375,-1406.52685546875
-13647.6484375,-1345.277099609375
-13221.193359375,-1261.2939453125
-13557.53515625,-1223.151123046875
-13387.46875,-1398.086669921875
-13364.927734375,-1404.4127197265625
-13360.09375,-1183.22314453125
-13322.791015625,-1169.3004150390625
-13544.11328125,-1265.1171875
-13226.54296875,-1375.99658203125
-13179.732421875,-1395.751220703125
-13049.552734375,-1412.3603515625
-12956.572265625,-1330.359375
-13143.8359375,-1382.509521484375
-13150.453125,-1292.883056640625
-12848.607421875,-1329.12890625
-12868.923828125,-1271.996826171875
-12962.96484375,-1552.7578125
-12957.734375,-1247.85205078125
-13030.61328125,-1232.715087890625
-13035.46484375,-1410.196533203125
-13384.73046875,-1324.46630859375
-12727.671875,-1310.44970703125
-12074.91015625,-1284.4215087890625
-12349.48828125,-1430.856201171875
-12669.8828125,-1231.3065185546875
-12897.0,-1296.270263671875
-12545.875,-1356.103515625
-12488.10546875,-1379.3486328125
-12330.796875,-1451.181884765625
-12725.12109375,-1172.217529296875
-12188.166015625,-1578.7322998046875
-12629.173828125,-1268.427734375
-12108.1640625,-1417.8997802734375
-12186.462890625,-1440.819091796875
-11938.94140625,-1462.425537109375
-12159.271484375,-1477.386474609375
-12543.115234375,-1364.456298828125
-12934.765625,-1245.845458984375
-12859.697265625,-1187.6724853515625
-12653.251953125,-1437.5660400390625
-12999.22265625,-1436.897216796875
-12160.84765625,-1397.93310546875
-12566.564453125,-1503.091796875
-12784.986328125,-1326.3360595703125
-12685.32421875,-1355.23388671875
-11905.17578125,-1633.1591796875
-12913.521484375,-1419.021728515625
-12692.61328125,-1486.401611328125
-12676.544921875,-1263.374267578125
-12963.421875,-1182.8326416015625
-13330.447265625,-1345.558349609375
-13267.171875,-1060.786865234375
-13152.77734375,-1381.6842041015625
-13089.751953125,-1415.72021484375
-13362.7734375,-1328.77783203125
-13342.326171875,-1329.526123046875
-13084.06640625,-1317.7197265625
-12869.75390625,-1313.38525390625
-13325.958984375,-1301.674560546875
-12992.986328125,-1172.54150390625
-12916.0390625,-1434.9915771484375
-12730.958984375,-1384.511474609375
-12419.091796875,-1397.4892578125
-12684.90625,-1314.948974609375
-12625.888671875,-1384.47802734375
-12215.033203125,-1465.47900390625
-12650.15234375,-1370.2501220703125
-11721.87890625,-1607.9365234375
-12164.8671875,-1408.088623046875
-12305.935546875,-1415.4990234375
