,5%,50%,95%
0,0.6680161943319838,0.7044534412955465,0.7388663967611336
1,0.048582995951417005,0.06680161943319839,0.08502024291497975
2,0.04048582995951417,0.058704453441295545,0.07692307692307693
3,0.01417004048582996,0.024291497975708502,0.03643724696356275
4,0.024291497975708502,0.03643724696356275,0.05060728744939271
5,0.032388663967611336,0.048582995951417005,0.06680161943319839
6,0.024291497975708502,0.038461538461538464,0.05263157894736842
7,0.008097165991902834,0.018218623481781375,0.030364372469635626
8,0.0,0.0020242914979757085,0.008097165991902834
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25+,0.0,0.0,0.0
