,5%,50%,95%
0,0.005037783375314861,0.015113350125944584,0.027707808564231738
1,0.0,0.007556675062972292,0.012594458438287154
2,0.0025188916876574307,0.010075566750629723,0.022670025188916875
3,0.005037783375314861,0.012594458438287154,0.022670025188916875
4,0.015113350125944584,0.027707808564231738,0.042821158690176324
5,0.05289672544080604,0.07304785894206549,0.09571788413098237
6,0.12846347607052896,0.1561712846347607,0.1889168765743073
7,0.15113350125944586,0.18387909319899245,0.21662468513853905
8,0.12846347607052896,0.16120906801007556,0.18639798488664988
9,0.07808564231738035,0.10075566750629723,0.12594458438287154
10,0.05037783375314862,0.07052896725440806,0.0906801007556675
11,0.04030226700251889,0.05793450881612091,0.07556675062972293
12,0.0327455919395466,0.05037783375314862,0.07052896725440806
13,0.020151133501259445,0.03526448362720403,0.05037783375314862
14,0.010075566750629723,0.020151133501259445,0.0327455919395466
15,0.0025188916876574307,0.007556675062972292,0.017632241813602016
16,0.0,0.0025188916876574307,0.007556675062972292
17,0.0,0.0,0.0025188916876574307
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25+,0.0,0.0,0.0
