,5%,50%,95%
0,0.4139072847682119,0.44867549668874174,0.48344370860927155
1,0.04966887417218543,0.06456953642384106,0.08112582781456953
2,0.1390728476821192,0.1605960264900662,0.19039735099337748
3,0.07450331125827815,0.09437086092715231,0.11589403973509933
4,0.09105960264900662,0.11423841059602649,0.13410596026490065
5,0.04304635761589404,0.059602649006622516,0.07781456953642384
6,0.026490066225165563,0.039735099337748346,0.054635761589403975
7,0.004966887417218543,0.009933774834437087,0.019867549668874173
8,0.0,0.0033112582781456954,0.006622516556291391
9,0.0,0.0,0.0033112582781456954
10,0.0,0.0,0.0016556291390728477
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25+,0.0,0.0,0.0
