,5%,50%,95%
0,0.03139717425431711,0.0423861852433281,0.058084772370486655
1,0.009419152276295133,0.01726844583987441,0.026687598116169546
2,0.023547880690737835,0.03610675039246468,0.04866562009419152
3,0.058084772370486655,0.07378335949764521,0.09262166405023547
4,0.06750392464678179,0.0847723704866562,0.10518053375196232
5,0.08320251177394035,0.10361067503924647,0.12401883830455258
6,0.09576138147566719,0.11459968602825746,0.13657770800627944
7,0.10675039246467818,0.1271585557299843,0.15070643642072212
8,0.08948194662480377,0.10832025117739404,0.13186813186813187
9,0.0565149136577708,0.07378335949764521,0.08948194662480377
10,0.04552590266875981,0.059654631083202514,0.07692307692307693
11,0.03296703296703297,0.04552590266875981,0.061224489795918366
12,0.023547880690737835,0.03610675039246468,0.04866562009419152
13,0.01726844583987441,0.02511773940345369,0.03610675039246468
14,0.012558869701726845,0.02040816326530612,0.0282574568288854
15,0.006279434850863423,0.0141287284144427,0.02197802197802198
16,0.0031397174254317113,0.007849293563579277,0.0141287284144427
17,0.0,0.0015698587127158557,0.006279434850863423
18,0.0,0.0,0.0031397174254317113
19,0.0,0.0,0.0015698587127158557
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25+,0.0,0.0,0.0
