coulomb,lj
-9876.384765625,-1667.365478515625
-10204.828125,-1420.145751953125
-9668.26953125,-1461.65771484375
-9836.43359375,-1394.9879150390625
-9514.478515625,-1515.8184814453125
-9594.43359375,-1448.0228271484375
-9575.2421875,-1619.363037109375
-10046.458984375,-1585.8826904296875
-9878.8828125,-1499.14697265625
-10023.50390625,-1442.6180419921875
-9741.111328125,-1559.7001953125
-9522.28125,-1668.40087890625
-10191.48046875,-1445.40576171875
-9918.212890625,-1531.7801513671875
-10293.59375,-1579.427734375
-10195.05078125,-1624.88427734375
-10259.453125,-1570.8739013671875
-10015.533203125,-1487.55517578125
-10578.1171875,-1690.14501953125
-10611.373046875,-1572.71630859375
-10180.115234375,-1643.55810546875
-10489.40234375,-1509.10498046875
-9728.82421875,-1668.189453125
-10467.203125,-1382.4462890625
-10155.015625,-1609.439208984375
-10174.74609375,-1502.89013671875
-9817.859375,-1557.1866455078125
-9817.587890625,-1660.286865234375
-9940.826171875,-1628.9825439453125
-9797.1640625,-1541.8798828125
-9823.939453125,-1456.491455078125
-10054.505859375,-1511.1337890625
-10321.23828125,-1505.7763671875
-10189.33984375,-1437.97265625
-9803.47265625,-1457.541015625
-9821.70703125,-1675.28173828125
-9916.30078125,-1619.026611328125
-10245.84375,-1604.6082763671875
-9948.1171875,-1678.8931884765625
-9954.751953125,-1533.123779296875
-9769.732421875,-1576.94189453125
-9829.5234375,-1566.27978515625
-9930.728515625,-1553.69775390625
-9851.193359375,-1541.29345703125
-9889.693359375,-1495.9866943359375
-9428.462890625,-1681.0
-10082.166015625,-1526.7564697265625
-9857.48828125,-1467.414306640625
-9463.228515625,-1592.3876953125
-9386.916015625,-1639.3101806640625
-9689.421875,-1681.85986328125
-9935.97265625,-1614.0867919921875
-10603.73046875,-1392.0748291015625
-10274.919921875,-1595.0931396484375
-10364.9609375,-1508.69189453125
-10108.00390625,-1653.5133056640625
-10378.62109375,-1450.5804443359375
-10272.41796875,-1503.484375
-10118.30859375,-1622.759521484375
-10202.52734375,-1540.3251953125
-10233.19140625,-1669.254638671875
-10216.8671875,-1624.5147705078125
-9916.40234375,-1659.401123046875
-10030.97265625,-1540.4547119140625
-10038.2890625,-1551.274658203125
-10321.361328125,-1480.54443359375
-10267.201171875,-1350.2901611328125
-10168.748046875,-1645.6380615234375
-10101.736328125,-1386.04833984375
-10486.267578125,-1468.768310546875
-10878.248046875,-1474.3291015625
-10907.103515625,-1488.4921875
-10784.525390625,-1485.874267578125
-10818.2890625,-1588.1234130859375
-10998.79296875,-1602.6187744140625
-11082.125,-1553.2359619140625
-10852.119140625,-1548.33642578125
-10596.736328125,-1544.146240234375
-10745.86328125,-1547.2562255859375
-10618.79296875,-1581.9404296875
-10361.787109375,-1649.0654296875
-10462.34765625,-1679.8017578125
-9927.140625,-1651.680908203125
-10622.873046875,-1602.2349853515625
-10123.3046875,-1546.366943359375
-10799.8984375,-1493.3055419921875
-10628.169921875,-1374.677734375
-10300.28515625,-1599.105224609375
-10185.7890625,-1622.111328125
-10402.28515625,-1490.042236328125
-9762.818359375,-1429.4991455078125
-10564.80078125,-1511.43212890625
-10140.55859375,-1712.517333984375
-10511.298828125,-1590.972412109375
-10034.86328125,-1650.846435546875
-10893.546875,-1509.760986328125
-10530.296875,-1674.81298828125
-10434.603515625,-1612.596923828125
-10499.677734375,-1524.593017578125
-10490.576171875,-1374.6724853515625
-10223.4453125,-1528.5115966796875
-10126.853515625,-1547.7724609375
-10434.984375,-1500.9912109375
-10202.02734375,-1520.29541015625
-10311.91796875,-1435.378173828125
-10243.21484375,-1468.5679931640625
-10259.443359375,-1553.0721435546875
-10606.28515625,-1611.2513427734375
-10297.203125,-1596.2652587890625
-10654.95703125,-1483.03515625
-10899.70703125,-1570.0906982421875
-10315.98828125,-1658.1907958984375
-10434.287109375,-1641.250732421875
-10150.220703125,-1580.3818359375
-10305.375,-1632.055419921875
-10595.443359375,-1528.02978515625
-10237.2265625,-1714.51025390625
-10134.55078125,-1542.393310546875
-9996.2265625,-1475.058349609375
-9997.63671875,-1565.9215087890625
-9774.10546875,-1533.999267578125
-10217.0703125,-1716.673095703125
-10036.052734375,-1633.66943359375
-10224.58984375,-1444.358154296875
-10358.181640625,-1588.186767578125
-10398.892578125,-1634.151123046875
-10636.259765625,-1488.36767578125
-11174.86328125,-1543.24755859375
-10693.533203125,-1493.360107421875
-10503.330078125,-1490.16748046875
-10223.306640625,-1560.45361328125
-10761.9140625,-1520.509765625
-10264.6484375,-1612.596923828125
-10617.18359375,-1648.983642578125
-10696.94921875,-1443.3697509765625
-10664.017578125,-1462.946044921875
-10086.517578125,-1505.7918701171875
-10169.083984375,-1670.081787109375
-10660.484375,-1500.135986328125
-10939.0625,-1513.2958984375
-10410.326171875,-1680.52880859375
-11043.39453125,-1491.807373046875
-10436.681640625,-1548.97509765625
-10575.9296875,-1675.420654296875
-10695.97265625,-1550.828369140625
-10584.080078125,-1510.2373046875
-10710.5,-1595.2230224609375
-10248.70703125,-1690.26953125
-10704.42578125,-1612.697021484375
-10552.7578125,-1596.482421875
-11207.810546875,-1580.116455078125
-11042.98828125,-1367.517578125
-10835.708984375,-1595.6854248046875
-10930.599609375,-1471.853759765625
-10538.82421875,-1529.004150390625
-10728.544921875,-1403.4105224609375
-10493.111328125,-1532.69140625
-10655.42578125,-1646.9166259765625
-10471.060546875,-1624.979736328125
-10338.857421875,-1523.6434326171875
-10367.33203125,-1699.648681640625
-10488.42578125,-1641.761962890625
-10556.484375,-1642.701171875
