Intrachain,Interchain SPHF6 Aligned
44.66842452285898,6.394884621840902e-14
47.18825264292559,6.412737008076874e-11
47.719283098809186,4.085620730620576e-14
43.299368160384866,1.8252066524837574e-13
48.19561534295812,3.8191672047105385e-14
45.82729145644588,3.3306690738754696e-14
46.283016613069705,3.546354321315448e-09
48.48559355630103,5.5757285011281965e-08
50.09833848610899,1.5811481857141985e-07
41.831803204838245,0.0
39.39961783780817,0.0
38.75095269847881,0.0
37.363222880562645,0.0
37.95653260075134,0.0
39.09438522525049,0.0
38.00920135185346,0.0
59.51886504715237,0.0
60.22676364377772,0.0
42.21605618088904,0.0
45.539414838203584,0.0
42.30204046916343,0.0
42.209340879003804,0.0
44.637058784478455,0.0
44.96378938509643,0.0
57.847906200931575,0.0
52.967840253112136,2.0298442926502958e-09
45.23871290966186,3.8133767255033035e-09
46.076672880555776,1.865343879359216e-09
51.43278329981965,2.5844961726306792e-09
52.08501168025698,6.4505734087561e-11
52.98422225543031,4.279613108337799e-09
61.58131547807622,0.0
62.660902912920996,0.0
62.22077370808824,0.0
62.3178011160533,0.0
61.439485049245974,0.0
50.233204103524386,1.1153212131631562e-08
57.38671752290224,0.0
61.47128516998246,0.0
62.212682022377045,2.6554225485142524e-10
66.39976047379302,0.0
66.68625717756518,0.0
67.5188229151677,0.0
49.13523618876483,2.2015602674230195e-09
50.5966952211456,2.0655077648257247e-09
52.443999901689004,8.068750112499856e-10
51.1578870695386,8.207982293839677e-09
51.92011434457837,3.5313432178440962e-09
65.10545456358818,0.0
46.38488414913236,0.0
66.27219064004309,0.0
65.29358315131842,0.0
65.26283733588221,0.0
68.91905248885405,0.0
67.22816411606463,0.0
67.78171144341978,0.0
56.36500525728093,5.112492486547773
57.32031982827766,5.418974006858108
51.557536911946535,8.304468224196171e-14
52.08310267214419,5.950795411990839e-14
65.68012007593647,0.0
66.3314650205258,0.0
57.655417486064536,7.954152536401392
61.39366708226022,4.902744876744691e-12
63.452297414966665,0.0
64.71008474717003,0.0
51.3265355863776,0.0
55.29090302487432,0.0
61.97188065074312,2.5956614635447295e-10
61.6789590405907,1.6407319947120413e-10
56.447268241023984,2.2369484042883414e-10
62.08137179767932,1.8517942734774806e-10
58.943947621044906,4.483080573436382e-12
57.76752835641197,0.0
63.38195009102399,0.0
64.13873834796374,8.881784197001252e-15
66.34944519676137,4.440892098500626e-16
62.3172027135097,2.220446049250313e-15
66.36773965395457,0.0
54.083493104783315,7.442935157087049e-13
56.387794744896254,3.0686564400639327e-13
50.697349460127896,4.4497738826976274e-13
55.87897475254327,4.8405723873656825e-14
52.61770779115344,9.023892744153272e-13
57.08103517478195,4.60964599824365e-13
54.48606563257883,5.52891066263328e-13
52.74669565167101,1.9451107391432743e-13
53.12820810575454,4.75175454539567e-13
69.78519400184939,4.707345624410664e-14
69.56493836659985,3.730349362740526e-14
50.39600012699953,8.967315778818374e-11
48.210963407098305,4.283684518213704e-12
46.81386274617579,3.7485570203443785e-12
49.013987867151606,5.4360960177746165e-12
44.92901198121379,3.0948577034450864e-12
48.383048143469935,2.6423307986078726e-13
47.517777292021044,8.43769498715119e-14
48.86893975982672,2.7977620220553945e-14
70.20348268601724,5.733191699164308e-13
76.44760409211298,1.3520740083095006e-11
71.19089003254908,2.6423307986078726e-12
71.95519590113437,4.809486142676178e-13
69.5366351560769,1.2967404927621828e-13
68.04449991538208,5.329070518200751e-15
71.52709101198218,2.4424906541753444e-14
72.43652109168778,3.637090628672013e-13
59.4977120682117,3.597122599785507e-14
57.79437576407922,0.0
55.428134737560526,0.0
57.44169203846594,0.0
56.92941453797034,0.0
53.542275726947544,0.0
58.008086777245495,0.0
57.27099261660362,0.0
42.83955201457225,0.0004203907575119903
42.993330209164256,3.9359352616896714e-05
43.15151889013467,0.00013349487046698805
36.286214911457,3.3461408800415295
37.54207890344913,3.980513835960036
35.132360322662876,4.216384334386551
34.86710743016284,4.349177957988027
34.69706940680079,4.600990817506427
42.84869829317104,4.440892098500626e-16
42.748351066573676,6.17284001691587e-14
69.74951870781216,3.798898973172982e-09
69.86327906638701,2.271558496858006e-09
72.21666832740047,2.522937414539683e-10
62.04201936020437,9.051692728689886e-11
61.81629581627706,4.7615689169333564e-11
68.9560176561399,1.545963357330038e-11
71.30456529106891,1.9138424178777314e-10
73.20442608907754,6.740883407019282e-10
72.60203360308589,1.1328005200539337e-10
36.42426560393593,4.049175042703701
42.59539297711103,4.153694652574261
40.02254365856555,2.6629073721543315
40.29945193351891,3.066239978534165
43.712574689275264,2.4970247387565596
43.39906297548437,2.203367602801311
71.06325897726482,0.0
68.09452007792838,0.0
64.88043009698525,3.035928863859283e-08
41.58662435831319,4.383454465583391
44.365446498521166,3.4743866630338642
54.80937809957856,0.0
54.23632765080026,0.0
67.54030852124434,1.527466242379205e-08
54.746181572011054,0.0
43.24515722889814,4.385218167658645
38.46999951047911,3.4809273681558786
38.3027009422179,4.490454367239074
51.26566237777651,0.0
55.784323350424636,0.0
79.59985905272082,0.0004637872203341331
75.558871545348,5.059758376146917e-05
41.379666176720924,4.302757776439789
41.190018016017824,4.981518633708719
42.012670921080016,4.114260962638141
71.25990021822281,7.651447246903587e-07
64.20600680534062,3.49036932689728e-09
62.66419405374454,6.550493036883154e-09
70.35157356260828,8.982475436791759e-07
68.18942576880485,4.932164787696536e-08
37.75702354227221,5.583906058228687
63.566652865278996,5.349496046136437e-08
63.58299387916082,1.5208254433574098e-07
38.14799517176688,5.409761818094855
38.49614366747082,4.491485847315849
36.6336376530778,4.621307412035272
70.14315690733542,1.1957970613707403e-08
66.51267882817771,1.1049449200051242e-07
70.06330339674683,1.1701413171749664e-08
69.85928573112037,3.131489489938133e-08
64.14706295492596,3.01143508574242e-07
64.7724937794458,5.748929641224976e-07
59.061072581529146,0.0
60.052241564464545,0.0
63.189016334133534,0.0
59.99228001633807,0.0
62.97929418564877,0.0
67.96933425966037,3.570721496259921e-09
68.26932033564452,1.0464340505222935e-10
69.00031074174917,1.5161649713490988e-11
60.79478069340871,1.0878089540256042e-09
61.564954097584426,4.07838207650002e-10
63.88249195505893,4.053730684461243e-10
63.78888952820744,8.083156366467392e-10
59.58015046040324,8.114486860222314e-11
59.83842920242338,9.42979028195623e-12
62.298007938063826,1.1677769862217247e-10
57.782160950225524,5.4716231545626215e-12
60.765635816001954,1.5938983466412537e-10
71.48978671797865,1.9560259673383986
76.90351252389935,1.960515657448111
60.723087023269315,1.4617106947056868e-07
76.19853102160673,0.4173644196088393
57.371437028909185,3.7626210813712646e-08
59.41809254455071,1.8445252214505103e-08
70.98428580626175,1.941296009355567
70.35792174935602,1.07974953567004
68.35354666301542,0.8457955244635285
70.69344282599201,0.7138606762592941
59.80200909267393,5.297215999178206e-10
63.14131901240217,2.589786163298413e-10
60.366453741241756,1.4850698448753974e-10
42.26928265297451,7.293429304944254e-08
44.89538779420271,1.14180480181858e-07
60.673546676861676,3.357825129057801e-10
68.48299854718942,0.0
63.24047184699875,4.440892098500626e-16
43.949473749667185,9.535787137693319e-08
69.22268945163651,0.0002106672237542906
43.073444957591846,3.6706330073243976e-06
41.15485310717148,1.960974931769499e-06
71.44689715363702,1.3322676295501878e-15
73.46140452273599,0.0
73.60035576001584,4.440892098500626e-16
60.96006757396865,0.0
57.63282304380645,0.0
55.37757413107253,4.440892098500626e-16
68.5380155737038,4.440892098500626e-16
67.27431230186605,7.549516567451064e-15
40.649001398149515,7.180006811324802e-09
44.28954204475102,0.0
43.77579880251601,0.0
45.91461323241164,0.0
60.80298691381277,0.0
